activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A021723,U04320,2024-09-21,Feature Use,17,7
A021724,U04320,2024-10-18,Login,42,15
A021725,U04321,2024-04-11,Feature Use,29,7
A021726,U04321,2024-05-13,Cart,58,8
A021727,U04321,2024-06-09,Feature Use,56,6
A021728,U04321,2024-07-08,Feature Use,20,13
A021729,U04321,2024-08-10,Browse,58,12
A021730,U04322,2024-07-07,Login,14,12
A021731,U04323,2024-02-27,Browse,59,6
A021732,U04323,2024-03-26,Browse,11,8
A021733,U04323,2024-04-26,Cart,45,12
A021734,U04323,2024-05-27,Purchase,32,20
A021735,U04323,2024-06-24,Login,28,17
A021736,U04323,2024-07-27,Browse,13,9
A021737,U04324,2024-09-11,Cart,31,12
A021738,U04324,2024-10-10,Login,19,9
A021739,U04324,2024-11-07,Login,31,5
A021740,U04324,2024-12-06,Cart,6,4
A021741,U04325,2024-08-26,Cart,46,20
A021742,U04325,2024-09-25,Browse,16,8
A021743,U04325,2024-10-25,Purchase,45,17
A021744,U04326,2024-09-18,Feature Use,2,12
A021745,U04327,2024-04-14,Feature Use,23,15
A021746,U04327,2024-05-14,Cart,55,5
A021747,U04327,2024-06-11,Browse,50,7
A021748,U04327,2024-07-11,Feature Use,39,4
A021749,U04327,2024-08-13,Login,12,13
A021750,U04327,2024-09-11,Browse,16,8
A021751,U04327,2024-10-13,Feature Use,45,17
A021752,U04327,2024-11-11,Feature Use,4,17
A021753,U04327,2024-12-08,Browse,19,19
A021754,U04327,2025-01-08,Cart,42,14
A021755,U04327,2025-02-09,Login,10,6
A021756,U04327,2025-03-11,Browse,7,12
A021757,U04328,2024-08-01,Browse,53,17
A021758,U04328,2024-09-01,Purchase,16,10
A021759,U04328,2024-09-29,Cart,6,7
A021760,U04328,2024-10-28,Browse,45,8
A021761,U04329,2024-09-12,Purchase,7,13
A021762,U04329,2024-10-09,Feature Use,31,18
A021763,U04329,2024-11-08,Cart,20,17
A021764,U04330,2024-09-26,Login,39,2
A021765,U04330,2024-10-27,Browse,21,6
A021766,U04330,2024-11-24,Cart,46,1
A021767,U04330,2024-12-22,Browse,25,18
A021768,U04330,2025-01-21,Browse,42,19
A021769,U04330,2025-02-21,Login,13,18
A021770,U04330,2025-03-22,Feature Use,52,15
A021771,U04330,2025-04-22,Purchase,25,12
A021772,U04330,2025-05-25,Purchase,59,12
A021773,U04330,2025-06-20,Purchase,14,3
A021774,U04331,2024-02-11,Cart,44,9
A021775,U04331,2024-03-16,Cart,16,4
A021776,U04331,2024-04-15,Feature Use,43,12
A021777,U04331,2024-05-14,Purchase,55,12
A021778,U04331,2024-06-10,Feature Use,2,5
A021779,U04331,2024-07-11,Browse,27,6
A021780,U04332,2024-11-24,Login,8,4
A021781,U04332,2024-12-27,Cart,29,6
A021782,U04332,2025-01-24,Browse,22,10
A021783,U04332,2025-02-23,Cart,48,7
A021784,U04332,2025-03-25,Browse,11,16
A021785,U04332,2025-04-22,Browse,52,5
A021786,U04333,2024-11-04,Purchase,11,19
A021787,U04334,2024-05-01,Cart,13,10
A021788,U04334,2024-05-29,Login,46,13
A021789,U04334,2024-06-29,Feature Use,60,4
A021790,U04334,2024-07-30,Feature Use,12,18
A021791,U04335,2024-05-27,Browse,22,18
A021792,U04335,2024-06-24,Cart,50,16
A021793,U04335,2024-07-27,Login,10,7
A021794,U04335,2024-08-26,Cart,57,14
A021795,U04335,2024-09-23,Purchase,42,1
A021796,U04336,2024-10-02,Browse,44,10
A021797,U04336,2024-11-01,Purchase,42,18
A021798,U04336,2024-12-01,Login,44,5
A021799,U04337,2024-07-28,Feature Use,56,5
A021800,U04337,2024-08-29,Browse,39,16
A021801,U04337,2024-09-26,Cart,16,7
A021802,U04338,2024-04-23,Browse,9,3
A021803,U04338,2024-05-24,Feature Use,5,12
A021804,U04338,2024-06-25,Feature Use,59,9
A021805,U04338,2024-07-24,Login,28,10
A021806,U04338,2024-08-26,Feature Use,25,17
A021807,U04338,2024-09-24,Login,9,7
A021808,U04338,2024-10-25,Cart,39,19
A021809,U04338,2024-11-21,Login,22,8
A021810,U04338,2024-12-24,Cart,10,13
A021811,U04338,2025-01-22,Browse,45,2
A021812,U04338,2025-02-17,Feature Use,16,9
A021813,U04338,2025-03-21,Browse,22,3
A021814,U04339,2024-04-23,Purchase,32,1
A021815,U04339,2024-05-26,Feature Use,14,4
A021816,U04339,2024-06-22,Cart,4,20
A021817,U04339,2024-07-22,Cart,58,11
A021818,U04339,2024-08-19,Browse,5,10
A021819,U04339,2024-09-20,Browse,30,5
A021820,U04339,2024-10-22,Browse,17,13
A021821,U04339,2024-11-18,Cart,37,7
A021822,U04340,2024-07-29,Cart,55,1
A021823,U04340,2024-08-29,Feature Use,39,8
A021824,U04340,2024-09-29,Purchase,52,15
A021825,U04340,2024-10-26,Feature Use,3,10
A021826,U04340,2024-11-25,Feature Use,40,2
A021827,U04340,2024-12-25,Cart,40,20
A021828,U04341,2024-04-15,Purchase,16,4
A021829,U04342,2024-08-12,Browse,45,7
A021830,U04342,2024-09-10,Cart,20,13
A021831,U04342,2024-10-10,Purchase,51,4
A021832,U04342,2024-11-12,Cart,3,11
A021833,U04342,2024-12-12,Feature Use,49,5
A021834,U04342,2025-01-07,Browse,30,11
A021835,U04343,2024-05-17,Purchase,7,16
A021836,U04343,2024-06-16,Feature Use,2,14
A021837,U04343,2024-07-17,Browse,18,12
A021838,U04343,2024-08-16,Purchase,10,15
A021839,U04343,2024-09-13,Feature Use,6,10
A021840,U04343,2024-10-12,Purchase,17,2
A021841,U04343,2024-11-11,Cart,45,9
A021842,U04343,2024-12-16,Purchase,10,2
A021843,U04344,2024-02-02,Cart,14,20
A021844,U04344,2024-02-29,Browse,11,5
A021845,U04344,2024-04-02,Login,33,1
A021846,U04344,2024-05-02,Cart,19,8
A021847,U04344,2024-05-28,Cart,13,19
A021848,U04344,2024-06-28,Browse,3,20
A021849,U04344,2024-07-28,Feature Use,37,11
A021850,U04345,2024-09-30,Purchase,14,19
A021851,U04345,2024-11-02,Cart,27,13
A021852,U04345,2024-12-04,Login,6,9
A021853,U04345,2024-12-31,Cart,4,7
A021854,U04345,2025-01-31,Login,47,12
A021855,U04345,2025-03-02,Purchase,39,2
A021856,U04345,2025-03-30,Cart,23,5
A021857,U04345,2025-05-02,Cart,52,16
A021858,U04345,2025-05-29,Purchase,14,18
A021859,U04345,2025-06-28,Cart,25,19
A021860,U04345,2025-07-27,Feature Use,24,7
A021861,U04346,2024-10-30,Browse,28,12
A021862,U04346,2024-12-01,Purchase,16,15
A021863,U04346,2024-12-29,Feature Use,2,12
A021864,U04347,2024-01-17,Login,54,2
A021865,U04348,2024-05-20,Login,32,17
A021866,U04349,2024-07-28,Purchase,18,17
A021867,U04349,2024-09-01,Feature Use,6,18
A021868,U04349,2024-09-26,Purchase,44,13
A021869,U04349,2024-10-28,Feature Use,13,7
A021870,U04349,2024-11-27,Browse,21,2
A021871,U04349,2024-12-29,Feature Use,9,4
A021872,U04349,2025-01-25,Cart,48,6
A021873,U04350,2024-08-11,Cart,40,19
A021874,U04350,2024-09-12,Login,45,5
A021875,U04351,2024-11-06,Purchase,5,19
A021876,U04351,2024-12-03,Feature Use,11,18
A021877,U04351,2025-01-07,Browse,60,12
A021878,U04351,2025-02-02,Cart,54,17
A021879,U04351,2025-03-05,Purchase,60,6
A021880,U04351,2025-04-05,Login,55,7
A021881,U04351,2025-05-07,Login,7,9
A021882,U04352,2024-04-11,Login,10,17
A021883,U04352,2024-05-07,Cart,16,8
A021884,U04352,2024-06-08,Purchase,5,4
A021885,U04352,2024-07-10,Cart,42,13
A021886,U04352,2024-08-08,Purchase,57,20
A021887,U04352,2024-09-04,Cart,56,1
A021888,U04352,2024-10-03,Cart,56,4
A021889,U04352,2024-11-03,Purchase,59,17
A021890,U04352,2024-12-06,Feature Use,43,8
A021891,U04352,2025-01-01,Feature Use,22,11
A021892,U04352,2025-02-05,Purchase,32,19
A021893,U04352,2025-03-04,Cart,48,13
A021894,U04353,2024-12-26,Purchase,19,5
A021895,U04354,2024-06-24,Feature Use,6,3
A021896,U04354,2024-07-21,Login,60,16
A021897,U04354,2024-08-19,Purchase,28,19
A021898,U04354,2024-09-18,Browse,39,20
A021899,U04354,2024-10-19,Login,39,1
A021900,U04354,2024-11-19,Login,3,11
A021901,U04354,2024-12-22,Login,14,11
A021902,U04354,2025-01-19,Feature Use,46,14
A021903,U04354,2025-02-18,Feature Use,57,3
A021904,U04354,2025-03-19,Login,59,17
A021905,U04355,2024-11-29,Cart,16,5
A021906,U04355,2024-12-25,Feature Use,28,18
A021907,U04355,2025-01-27,Browse,51,15
A021908,U04355,2025-02-27,Cart,56,4
A021909,U04355,2025-03-24,Login,11,2
A021910,U04355,2025-04-28,Purchase,23,4
A021911,U04355,2025-05-28,Feature Use,29,2
A021912,U04356,2024-08-20,Purchase,58,1
A021913,U04356,2024-09-21,Login,23,16
A021914,U04356,2024-10-19,Purchase,7,20
A021915,U04356,2024-11-19,Feature Use,25,2
A021916,U04356,2024-12-20,Browse,16,2
A021917,U04356,2025-01-18,Feature Use,25,20
A021918,U04356,2025-02-16,Login,32,10
A021919,U04356,2025-03-22,Purchase,50,3
A021920,U04356,2025-04-22,Feature Use,52,9
A021921,U04356,2025-05-21,Cart,37,14
A021922,U04356,2025-06-17,Browse,4,9
A021923,U04357,2024-01-07,Cart,56,20
A021924,U04357,2024-02-10,Browse,33,4
A021925,U04357,2024-03-09,Browse,48,8
A021926,U04357,2024-04-05,Cart,36,5
A021927,U04357,2024-05-10,Cart,5,20
A021928,U04357,2024-06-06,Feature Use,9,10
A021929,U04357,2024-07-06,Login,58,12
A021930,U04357,2024-08-07,Purchase,17,11
A021931,U04357,2024-09-02,Browse,8,6
A021932,U04357,2024-10-07,Purchase,13,6
A021933,U04357,2024-11-06,Login,58,11
A021934,U04357,2024-12-02,Browse,6,4
A021935,U04358,2024-12-04,Feature Use,45,13
A021936,U04359,2024-04-04,Login,17,6
A021937,U04359,2024-05-04,Login,44,18
A021938,U04359,2024-06-04,Cart,12,2
A021939,U04359,2024-07-03,Cart,13,12
A021940,U04359,2024-08-06,Feature Use,30,20
A021941,U04359,2024-09-04,Purchase,14,15
A021942,U04359,2024-10-02,Cart,3,17
A021943,U04359,2024-11-04,Purchase,35,16
A021944,U04359,2024-12-03,Browse,22,6
A021945,U04359,2025-01-01,Purchase,28,6
A021946,U04359,2025-01-30,Login,20,3
A021947,U04359,2025-03-02,Login,10,11
A021948,U04360,2024-12-06,Feature Use,28,7
A021949,U04361,2024-05-16,Cart,47,14
A021950,U04361,2024-06-15,Purchase,27,11
A021951,U04361,2024-07-17,Purchase,46,8
A021952,U04361,2024-08-14,Login,11,11
A021953,U04361,2024-09-11,Login,10,10
A021954,U04361,2024-10-15,Purchase,54,15
A021955,U04361,2024-11-13,Purchase,28,17
A021956,U04362,2024-04-12,Purchase,12,3
A021957,U04362,2024-05-13,Login,19,16
A021958,U04362,2024-06-12,Browse,56,15
A021959,U04362,2024-07-13,Feature Use,13,5
A021960,U04362,2024-08-15,Feature Use,41,1
A021961,U04362,2024-09-11,Feature Use,45,11
A021962,U04363,2024-06-26,Browse,38,5
A021963,U04363,2024-07-24,Browse,57,6
A021964,U04363,2024-08-26,Browse,55,3
A021965,U04363,2024-09-25,Login,32,19
A021966,U04363,2024-10-23,Login,47,11
A021967,U04364,2024-04-18,Cart,36,20
A021968,U04365,2024-11-04,Feature Use,50,17
A021969,U04365,2024-12-05,Cart,36,13
A021970,U04365,2025-01-04,Browse,7,2
A021971,U04366,2024-01-16,Feature Use,29,1
A021972,U04366,2024-02-17,Feature Use,10,15
A021973,U04366,2024-03-19,Purchase,45,11
A021974,U04366,2024-04-18,Cart,52,19
A021975,U04367,2024-12-17,Cart,31,1
A021976,U04367,2025-01-16,Login,29,8
A021977,U04367,2025-02-15,Login,14,10
A021978,U04367,2025-03-19,Purchase,19,12
A021979,U04367,2025-04-17,Login,32,13
A021980,U04367,2025-05-16,Login,53,4
A021981,U04367,2025-06-16,Purchase,22,16
A021982,U04367,2025-07-17,Cart,5,6
A021983,U04367,2025-08-16,Feature Use,42,19
A021984,U04368,2024-02-20,Cart,57,18
A021985,U04368,2024-03-21,Purchase,35,19
A021986,U04368,2024-04-19,Browse,45,9
A021987,U04368,2024-05-19,Browse,37,17
A021988,U04368,2024-06-18,Feature Use,10,18
A021989,U04368,2024-07-21,Login,4,9
A021990,U04368,2024-08-17,Browse,60,18
A021991,U04368,2024-09-14,Purchase,56,5
A021992,U04368,2024-10-14,Login,54,13
A021993,U04368,2024-11-13,Login,24,6
A021994,U04368,2024-12-13,Login,4,16
A021995,U04368,2025-01-17,Login,35,16
A021996,U04369,2024-12-08,Feature Use,59,19
A021997,U04369,2025-01-05,Feature Use,11,13
A021998,U04369,2025-02-04,Login,11,15
A021999,U04369,2025-03-06,Browse,3,11
A022000,U04369,2025-04-07,Feature Use,9,19
A022001,U04369,2025-05-07,Browse,33,8
A022002,U04370,2024-09-30,Feature Use,56,9
A022003,U04370,2024-10-30,Login,9,2
A022004,U04370,2024-11-30,Feature Use,14,9
A022005,U04370,2024-12-31,Cart,54,10
A022006,U04370,2025-01-29,Cart,29,3
A022007,U04371,2024-10-03,Cart,49,1
A022008,U04371,2024-10-28,Feature Use,14,8
A022009,U04371,2024-12-01,Login,11,11
A022010,U04371,2024-12-30,Login,45,14
A022011,U04371,2025-01-28,Feature Use,35,6
A022012,U04371,2025-03-01,Feature Use,20,7
A022013,U04371,2025-04-01,Feature Use,20,8
A022014,U04371,2025-04-27,Purchase,53,1
A022015,U04371,2025-05-30,Cart,9,11
A022016,U04371,2025-06-27,Cart,37,2
A022017,U04371,2025-07-29,Feature Use,10,4
A022018,U04371,2025-08-28,Purchase,38,6
A022019,U04372,2024-11-05,Browse,28,18
A022020,U04372,2024-12-04,Cart,38,20
A022021,U04372,2025-01-06,Purchase,18,20
A022022,U04372,2025-02-01,Feature Use,13,5
A022023,U04372,2025-03-07,Login,48,7
A022024,U04372,2025-04-06,Purchase,58,1
A022025,U04372,2025-05-03,Browse,46,4
A022026,U04373,2024-05-05,Cart,14,12
A022027,U04374,2024-12-17,Login,34,12
A022028,U04375,2024-09-16,Purchase,2,7
A022029,U04375,2024-10-19,Cart,25,15
A022030,U04375,2024-11-17,Feature Use,32,20
A022031,U04375,2024-12-14,Login,7,1
A022032,U04375,2025-01-16,Login,10,17
A022033,U04375,2025-02-13,Feature Use,28,17
A022034,U04376,2024-06-26,Login,12,16
A022035,U04377,2024-11-13,Cart,5,19
A022036,U04377,2024-12-13,Feature Use,3,16
A022037,U04377,2025-01-13,Cart,30,12
A022038,U04377,2025-02-12,Browse,32,20
A022039,U04377,2025-03-16,Browse,55,11
A022040,U04378,2025-01-02,Cart,53,5
A022041,U04378,2025-01-29,Purchase,6,6
A022042,U04378,2025-02-28,Login,47,14
A022043,U04378,2025-03-28,Login,34,1
A022044,U04379,2024-01-16,Purchase,51,17
A022045,U04379,2024-02-17,Login,40,7
A022046,U04379,2024-03-16,Cart,35,13
A022047,U04379,2024-04-20,Purchase,58,12
A022048,U04379,2024-05-16,Login,33,15
A022049,U04379,2024-06-15,Feature Use,17,14
A022050,U04379,2024-07-15,Feature Use,5,6
A022051,U04379,2024-08-18,Browse,54,9
A022052,U04379,2024-09-16,Cart,21,14
A022053,U04379,2024-10-12,Cart,17,8
A022054,U04379,2024-11-11,Browse,47,2
A022055,U04379,2024-12-14,Browse,19,7
A022056,U04380,2024-05-06,Purchase,42,19
A022057,U04381,2024-11-04,Browse,33,1
A022058,U04381,2024-12-05,Login,52,19
A022059,U04382,2024-09-16,Purchase,41,20
A022060,U04382,2024-10-20,Cart,11,19
A022061,U04382,2024-11-18,Login,44,11
A022062,U04383,2024-08-23,Purchase,2,13
A022063,U04384,2024-05-25,Feature Use,22,7
A022064,U04384,2024-06-25,Feature Use,37,6
A022065,U04384,2024-07-27,Cart,47,10
A022066,U04384,2024-08-25,Purchase,38,5
A022067,U04384,2024-09-26,Feature Use,8,8
A022068,U04384,2024-10-26,Login,29,3
A022069,U04385,2024-10-28,Login,49,8
A022070,U04385,2024-11-30,Browse,4,13
A022071,U04386,2024-02-02,Cart,11,19
A022072,U04386,2024-03-02,Feature Use,59,20
A022073,U04386,2024-04-05,Purchase,38,11
A022074,U04386,2024-05-04,Browse,11,18
A022075,U04387,2024-08-25,Feature Use,28,8
A022076,U04387,2024-09-25,Login,51,19
A022077,U04387,2024-10-26,Purchase,55,18
A022078,U04387,2024-11-27,Cart,28,16
A022079,U04387,2024-12-25,Login,10,15
A022080,U04387,2025-01-25,Purchase,54,12
A022081,U04387,2025-02-21,Browse,10,8
A022082,U04387,2025-03-27,Feature Use,49,20
A022083,U04388,2024-08-04,Feature Use,52,11
A022084,U04388,2024-09-02,Login,36,11
A022085,U04388,2024-10-05,Browse,16,12
A022086,U04388,2024-11-06,Feature Use,54,20
A022087,U04389,2024-01-21,Feature Use,28,8
A022088,U04389,2024-02-18,Feature Use,22,11
A022089,U04390,2024-06-07,Purchase,25,2
A022090,U04390,2024-07-05,Purchase,15,5
A022091,U04390,2024-08-02,Browse,42,20
A022092,U04390,2024-09-01,Purchase,27,20
A022093,U04390,2024-10-05,Purchase,21,4
A022094,U04390,2024-11-02,Login,56,5
A022095,U04390,2024-12-04,Login,60,4
A022096,U04390,2025-01-04,Login,31,18
A022097,U04390,2025-02-02,Feature Use,2,6
A022098,U04390,2025-03-03,Login,3,12
A022099,U04390,2025-04-03,Browse,58,5
A022100,U04390,2025-05-04,Login,18,16
A022101,U04391,2024-07-06,Cart,37,10
A022102,U04391,2024-08-05,Purchase,6,9
A022103,U04392,2024-02-22,Purchase,52,11
A022104,U04392,2024-03-24,Cart,17,7
A022105,U04392,2024-04-24,Login,29,10
A022106,U04392,2024-05-24,Cart,41,3
A022107,U04392,2024-06-23,Feature Use,46,12
A022108,U04392,2024-07-25,Feature Use,56,11
A022109,U04392,2024-08-24,Purchase,33,6
A022110,U04392,2024-09-21,Browse,40,10
A022111,U04392,2024-10-24,Login,58,3
A022112,U04392,2024-11-20,Cart,34,11
A022113,U04392,2024-12-19,Login,6,13
A022114,U04392,2025-01-22,Login,54,8
A022115,U04393,2024-10-16,Cart,41,6
A022116,U04393,2024-11-12,Feature Use,9,17
A022117,U04393,2024-12-15,Purchase,42,6
A022118,U04393,2025-01-11,Browse,30,8
A022119,U04394,2024-04-05,Feature Use,57,10
A022120,U04395,2024-12-28,Browse,23,5
A022121,U04395,2025-01-23,Purchase,54,9
A022122,U04396,2024-06-03,Feature Use,14,17
A022123,U04396,2024-07-05,Login,52,16
A022124,U04396,2024-08-02,Browse,52,14
A022125,U04396,2024-09-01,Login,9,12
A022126,U04396,2024-10-01,Browse,52,16
A022127,U04396,2024-11-04,Login,22,13
A022128,U04396,2024-12-04,Browse,25,18
A022129,U04396,2024-12-30,Cart,55,1
A022130,U04396,2025-01-31,Browse,60,5
A022131,U04396,2025-03-05,Purchase,30,12
A022132,U04396,2025-03-30,Purchase,18,18
A022133,U04396,2025-05-01,Browse,17,11
A022134,U04397,2024-04-13,Cart,22,13
A022135,U04397,2024-05-17,Browse,43,4
A022136,U04397,2024-06-14,Cart,25,7
A022137,U04397,2024-07-11,Cart,11,6
A022138,U04397,2024-08-11,Cart,60,14
A022139,U04397,2024-09-09,Login,59,8
A022140,U04398,2024-03-23,Browse,27,14
A022141,U04399,2024-10-14,Purchase,43,19
A022142,U04399,2024-11-14,Cart,39,16
A022143,U04399,2024-12-12,Purchase,39,5
A022144,U04399,2025-01-09,Browse,37,16
A022145,U04400,2024-09-25,Browse,39,10
A022146,U04400,2024-10-30,Feature Use,19,19
A022147,U04400,2024-11-24,Browse,22,17
A022148,U04400,2024-12-27,Browse,15,11
A022149,U04400,2025-01-28,Feature Use,45,20
A022150,U04401,2024-01-22,Login,4,18
A022151,U04402,2024-07-08,Login,12,18
A022152,U04403,2024-11-10,Cart,50,12
A022153,U04403,2024-12-13,Cart,38,9
A022154,U04404,2024-10-29,Login,60,13
A022155,U04404,2024-11-26,Feature Use,15,13
A022156,U04404,2024-12-31,Feature Use,22,12
A022157,U04404,2025-01-30,Cart,14,19
A022158,U04404,2025-02-24,Login,14,6
A022159,U04404,2025-03-27,Login,7,5
A022160,U04404,2025-04-25,Purchase,46,6
A022161,U04405,2024-12-01,Cart,60,9
A022162,U04405,2025-01-03,Feature Use,57,6
A022163,U04405,2025-01-31,Feature Use,4,16
A022164,U04405,2025-03-04,Browse,47,5
A022165,U04406,2024-08-18,Login,36,16
A022166,U04407,2024-03-12,Feature Use,58,7
A022167,U04408,2024-06-04,Login,44,7
A022168,U04409,2024-08-03,Purchase,40,17
A022169,U04409,2024-09-02,Login,4,5
A022170,U04409,2024-10-02,Browse,49,2
A022171,U04409,2024-10-28,Login,54,18
A022172,U04409,2024-12-02,Cart,24,18
A022173,U04409,2025-01-01,Purchase,29,8
A022174,U04409,2025-01-29,Login,27,12
A022175,U04409,2025-02-27,Feature Use,51,15
A022176,U04409,2025-03-27,Cart,51,19
A022177,U04409,2025-05-01,Purchase,56,9
A022178,U04409,2025-05-28,Cart,40,13
A022179,U04409,2025-06-27,Feature Use,17,4
A022180,U04410,2024-09-10,Purchase,29,1
A022181,U04411,2024-12-19,Purchase,48,15
A022182,U04411,2025-01-18,Browse,30,8
A022183,U04411,2025-02-17,Purchase,42,12
A022184,U04411,2025-03-16,Cart,55,9
A022185,U04411,2025-04-18,Purchase,12,12
A022186,U04412,2024-07-19,Feature Use,32,11
A022187,U04413,2024-05-10,Purchase,33,12
A022188,U04414,2024-11-11,Cart,53,3
A022189,U04414,2024-12-15,Login,35,1
A022190,U04414,2025-01-09,Cart,4,3
A022191,U04414,2025-02-13,Cart,37,9
A022192,U04414,2025-03-14,Feature Use,29,13
A022193,U04414,2025-04-09,Feature Use,8,14
A022194,U04414,2025-05-09,Login,13,8
A022195,U04414,2025-06-13,Browse,2,2
A022196,U04414,2025-07-12,Cart,8,16
A022197,U04414,2025-08-07,Purchase,10,15
A022198,U04414,2025-09-06,Cart,18,1
A022199,U04414,2025-10-08,Browse,54,18
A022200,U04415,2024-10-29,Purchase,51,9
A022201,U04415,2024-11-27,Cart,2,4
A022202,U04415,2024-12-27,Browse,29,15
A022203,U04415,2025-01-30,Purchase,36,11
A022204,U04415,2025-02-28,Purchase,52,1
A022205,U04415,2025-03-30,Login,8,19
A022206,U04415,2025-04-30,Login,23,9
A022207,U04415,2025-05-27,Browse,44,16
A022208,U04415,2025-06-28,Purchase,35,3
A022209,U04415,2025-07-26,Browse,52,9
A022210,U04415,2025-08-25,Login,9,20
A022211,U04415,2025-09-25,Cart,14,11
A022212,U04416,2024-10-22,Browse,17,9
A022213,U04416,2024-11-25,Browse,35,12
A022214,U04416,2024-12-24,Login,31,8
A022215,U04416,2025-01-21,Purchase,58,1
A022216,U04416,2025-02-23,Cart,20,9
A022217,U04417,2024-04-09,Browse,10,4
A022218,U04417,2024-05-05,Feature Use,49,12
A022219,U04417,2024-06-09,Cart,56,18
A022220,U04417,2024-07-09,Login,51,18
A022221,U04417,2024-08-07,Cart,12,4
A022222,U04418,2024-07-20,Cart,30,12
A022223,U04418,2024-08-18,Cart,57,11
A022224,U04418,2024-09-17,Login,34,12
A022225,U04418,2024-10-17,Feature Use,49,9
A022226,U04418,2024-11-19,Cart,56,19
A022227,U04418,2024-12-19,Cart,27,18
A022228,U04418,2025-01-14,Browse,19,15
A022229,U04418,2025-02-14,Cart,55,2
A022230,U04418,2025-03-17,Login,48,18
A022231,U04419,2025-01-01,Feature Use,6,10
A022232,U04419,2025-01-29,Purchase,13,7
A022233,U04419,2025-02-28,Browse,48,5
A022234,U04420,2024-10-29,Purchase,60,15
A022235,U04420,2024-11-28,Purchase,55,4
A022236,U04421,2024-09-14,Feature Use,46,5
A022237,U04421,2024-10-18,Cart,3,10
A022238,U04421,2024-11-14,Purchase,50,2
A022239,U04421,2024-12-15,Browse,17,15
A022240,U04421,2025-01-15,Login,24,4
A022241,U04421,2025-02-11,Browse,2,8
A022242,U04421,2025-03-18,Login,5,8
A022243,U04421,2025-04-15,Browse,41,19
A022244,U04422,2024-07-23,Browse,44,11
A022245,U04422,2024-08-24,Login,23,18
A022246,U04423,2024-04-24,Purchase,12,5
A022247,U04423,2024-05-21,Purchase,31,15
A022248,U04423,2024-06-18,Login,37,7
A022249,U04423,2024-07-21,Browse,17,11
A022250,U04423,2024-08-21,Login,33,16
A022251,U04424,2024-05-15,Purchase,16,15
A022252,U04424,2024-06-11,Cart,5,2
A022253,U04425,2024-06-02,Cart,60,5
A022254,U04425,2024-06-29,Browse,43,15
A022255,U04425,2024-07-29,Feature Use,30,8
A022256,U04426,2024-07-10,Browse,36,8
A022257,U04426,2024-08-08,Login,44,6
A022258,U04426,2024-09-07,Login,49,16
A022259,U04426,2024-10-08,Feature Use,35,20
A022260,U04426,2024-11-08,Feature Use,41,4
A022261,U04426,2024-12-07,Login,11,15
A022262,U04426,2025-01-04,Feature Use,26,5
A022263,U04426,2025-02-04,Purchase,39,9
A022264,U04427,2024-12-13,Browse,31,6
A022265,U04427,2025-01-09,Purchase,54,18
A022266,U04427,2025-02-09,Purchase,22,7
A022267,U04427,2025-03-09,Login,26,7
A022268,U04427,2025-04-11,Feature Use,60,15
A022269,U04427,2025-05-08,Purchase,10,5
A022270,U04427,2025-06-07,Cart,41,14
A022271,U04428,2024-04-25,Feature Use,23,5
A022272,U04428,2024-05-29,Purchase,21,2
A022273,U04428,2024-06-26,Cart,4,1
A022274,U04428,2024-07-26,Cart,37,13
A022275,U04428,2024-08-24,Feature Use,41,14
A022276,U04429,2024-04-05,Login,32,3
A022277,U04429,2024-05-05,Feature Use,29,3
A022278,U04429,2024-06-05,Cart,32,9
A022279,U04429,2024-07-05,Login,45,20
A022280,U04429,2024-08-08,Browse,25,1
A022281,U04429,2024-09-03,Browse,9,10
A022282,U04430,2024-04-06,Purchase,11,13
A022283,U04430,2024-05-05,Cart,12,7
A022284,U04430,2024-06-06,Cart,13,8
A022285,U04431,2024-10-07,Login,52,4
A022286,U04432,2024-01-28,Cart,49,11
A022287,U04432,2024-02-24,Login,13,8
A022288,U04432,2024-03-26,Purchase,30,14
A022289,U04432,2024-04-27,Login,9,15
A022290,U04432,2024-05-26,Cart,43,10
A022291,U04432,2024-06-25,Feature Use,10,9
A022292,U04432,2024-07-24,Purchase,32,16
A022293,U04432,2024-08-21,Login,45,12
A022294,U04432,2024-09-21,Login,28,17
A022295,U04432,2024-10-22,Purchase,43,17
A022296,U04432,2024-11-18,Browse,53,1
A022297,U04432,2024-12-18,Browse,54,14
A022298,U04433,2024-08-27,Purchase,33,11
A022299,U04433,2024-09-27,Login,60,12
A022300,U04433,2024-10-27,Purchase,4,1
A022301,U04433,2024-11-23,Cart,38,2
A022302,U04433,2024-12-21,Browse,55,10
A022303,U04433,2025-01-20,Feature Use,25,5
A022304,U04434,2024-03-12,Login,10,10
A022305,U04434,2024-04-07,Login,23,4
A022306,U04434,2024-05-12,Browse,2,9
A022307,U04434,2024-06-09,Browse,54,14
A022308,U04434,2024-07-11,Purchase,22,1
A022309,U04435,2024-02-29,Login,27,14
A022310,U04435,2024-04-02,Feature Use,6,9
A022311,U04435,2024-04-30,Login,41,2
A022312,U04435,2024-05-31,Browse,32,15
A022313,U04436,2024-09-04,Purchase,47,13
A022314,U04436,2024-10-03,Purchase,40,12
A022315,U04436,2024-11-04,Purchase,58,10
A022316,U04436,2024-12-05,Purchase,41,1
A022317,U04436,2025-01-05,Cart,40,17
A022318,U04436,2025-02-04,Browse,54,19
A022319,U04436,2025-03-02,Cart,20,1
