user_id,is_churned,churn_date,churn_reason
U05253,Yes,2025-01-05,Features
U05254,Yes,2024-10-15,Inactive
U05255,Yes,2025-02-18,Features
U05256,Yes,2024-04-13,Features
U05257,Yes,2025-07-13,Features
U05258,Yes,2025-02-13,Price
U05259,Yes,2024-10-31,Price
U05260,Yes,2024-09-07,Inactive
U05261,Yes,2024-08-19,Competition
U05262,Yes,2024-09-27,Inactive
U05263,Yes,2025-03-17,Inactive
U05264,Yes,2025-01-12,Competition
U05265,Yes,2024-07-26,Features
U05266,Yes,2025-03-22,Features
U05267,Yes,2025-02-12,Price
U05268,Yes,2024-04-15,Features
U05269,Yes,2024-11-19,Price
U05270,Yes,2024-04-06,Competition
U05271,Yes,2024-10-05,Features
U05272,Yes,2025-05-12,Price
U05273,Yes,2024-12-05,Competition
U05274,Yes,2024-02-19,Inactive
U05275,Yes,2024-06-12,Price
U05276,Yes,2024-06-19,Features
U05277,Yes,2025-03-25,Price
U05278,No,,
U05279,Yes,2025-08-12,Features
U05280,Yes,2024-11-19,Price
U05281,Yes,2024-09-11,Price
U05282,Yes,2024-08-07,Inactive
U05283,Yes,2024-03-28,Competition
U05284,Yes,2025-01-28,Price
U05285,Yes,2025-01-22,Price
U05286,Yes,2024-06-30,Price
U05287,Yes,2024-05-18,Inactive
U05288,Yes,2024-12-29,Price
U05289,Yes,2025-04-08,Price
U05290,Yes,2024-11-07,Competition
U05291,Yes,2024-06-09,Price
U05292,Yes,2025-01-12,Inactive
U05293,Yes,2025-02-27,Inactive
U05294,No,,
U05295,No,,
U05296,No,,
U05297,Yes,2024-04-02,Competition
U05298,Yes,2024-05-07,Competition
U05299,Yes,2025-01-02,Competition
U05300,Yes,2024-09-11,Price
U05301,Yes,2024-03-17,Inactive
U05302,Yes,2024-10-14,Price
U05303,Yes,2024-09-01,Features
U05304,Yes,2025-01-22,Inactive
U05305,Yes,2025-03-24,Competition
U05306,Yes,2024-06-12,Price
U05307,Yes,2025-01-13,Features
U05308,Yes,2024-12-28,Competition
U05309,Yes,2024-11-19,Price
U05310,No,,
U05311,Yes,2025-07-04,Inactive
U05312,Yes,2024-11-02,Inactive
U05313,Yes,2024-12-01,Price
U05314,Yes,2024-06-05,Competition
U05315,Yes,2024-08-02,Features
U05316,No,,
U05317,Yes,2024-08-28,Features
U05318,Yes,2024-11-05,Price
U05319,Yes,2025-05-03,Inactive
U05320,Yes,2024-03-31,Features
U05321,No,,
U05322,Yes,2024-10-31,Price
U05323,Yes,2025-07-06,Price
U05324,Yes,2024-11-12,Features
U05325,Yes,2024-07-22,Competition
U05326,Yes,2024-06-25,Competition
U05327,Yes,2025-02-17,Price
U05328,Yes,2025-02-13,Price
U05329,No,,
U05330,Yes,2024-10-06,Competition
U05331,Yes,2024-12-29,Inactive
U05332,No,,
U05333,Yes,2024-11-05,Price
U05334,No,,
U05335,No,,
U05336,Yes,2024-09-16,Features
U05337,Yes,2024-03-30,Inactive
U05338,Yes,2024-06-07,Competition
U05339,Yes,2024-02-09,Features
U05340,Yes,2024-05-16,Inactive
U05341,Yes,2025-01-16,Inactive
U05342,Yes,2024-11-20,Competition
U05343,Yes,2024-07-06,Competition
U05344,Yes,2025-01-03,Features
U05345,Yes,2024-03-27,Features
U05346,Yes,2024-03-03,Inactive
U05347,No,,
U05348,Yes,2025-02-27,Price
U05349,Yes,2024-11-01,Competition
U05350,Yes,2024-07-25,Price
U05351,No,,
U05352,Yes,2025-02-09,Features
U05353,No,,
U05354,No,,
U05355,No,,
U05356,Yes,2025-05-01,Price
U05357,Yes,2025-02-24,Price
U05358,Yes,2024-07-07,Competition
U05359,Yes,2024-10-07,Competition
U05360,Yes,2024-08-16,Price
U05361,Yes,2024-09-16,Inactive
U05362,Yes,2024-07-11,Inactive
U05363,Yes,2024-11-28,Price
U05364,Yes,2025-02-07,Competition
U05365,Yes,2025-06-16,Competition
U05366,Yes,2025-07-01,Competition
U05367,Yes,2024-05-01,Features
U05368,Yes,2025-01-16,Competition
U05369,Yes,2025-06-15,Price
U05370,Yes,2024-07-12,Inactive
U05371,Yes,2024-07-28,Inactive
U05372,Yes,2024-09-12,Inactive
U05373,Yes,2024-05-24,Features
U05374,Yes,2024-12-10,Features
U05375,No,,
U05376,Yes,2025-06-20,Price
U05377,Yes,2024-07-30,Price
U05378,Yes,2024-12-07,Price
U05379,Yes,2024-10-02,Features
U05380,Yes,2025-01-27,Competition
U05381,Yes,2024-06-16,Features
U05382,Yes,2025-05-01,Price
U05383,Yes,2025-06-25,Competition
U05384,Yes,2024-08-13,Features
U05385,Yes,2024-07-15,Competition
U05386,Yes,2024-12-05,Inactive
U05387,Yes,2024-10-14,Price
U05388,Yes,2025-06-02,Price
U05389,Yes,2024-07-17,Inactive
U05390,Yes,2025-07-03,Features
U05391,Yes,2024-06-16,Price
U05392,Yes,2024-05-13,Features
U05393,Yes,2024-11-17,Features
U05394,Yes,2024-11-10,Price
U05395,Yes,2025-02-10,Price
U05396,Yes,2025-02-03,Features
U05397,Yes,2024-12-07,Price
U05398,No,,
U05399,Yes,2025-03-14,Price
U05400,Yes,2024-03-23,Competition
U05401,Yes,2024-03-16,Competition
U05402,Yes,2024-09-24,Competition
U05403,Yes,2024-05-18,Competition
U05404,Yes,2024-08-05,Competition
U05405,Yes,2025-06-23,Inactive
U05406,Yes,2025-03-01,Inactive
U05407,Yes,2024-09-09,Competition
U05408,Yes,2024-04-04,Competition
U05409,Yes,2025-05-01,Competition
U05410,Yes,2025-02-22,Price
U05411,Yes,2024-11-20,Competition
U05412,Yes,2024-11-11,Inactive
U05413,Yes,2024-06-13,Features
U05414,Yes,2024-11-20,Inactive
U05415,No,,
U05416,Yes,2024-09-27,Competition
U05417,Yes,2024-08-13,Price
U05418,Yes,2024-06-28,Features
U05419,Yes,2024-12-28,Price
U05420,Yes,2024-08-26,Inactive
U05421,Yes,2024-02-04,Inactive
U05422,Yes,2024-06-18,Features
U05423,Yes,2024-09-20,Inactive
U05424,Yes,2024-04-05,Competition
U05425,Yes,2025-02-08,Competition
U05426,Yes,2024-10-19,Features
U05427,Yes,2024-02-17,Competition
U05428,Yes,2025-05-30,Features
U05429,Yes,2024-08-12,Price
U05430,Yes,2024-05-04,Inactive
U05431,Yes,2025-06-17,Competition
U05432,Yes,2024-04-29,Inactive
U05433,Yes,2024-03-13,Features
U05434,Yes,2025-02-16,Inactive
U05435,Yes,2024-09-16,Price
U05436,Yes,2024-06-29,Price
U05437,No,,
U05438,Yes,2024-04-27,Features
U05439,Yes,2024-12-18,Inactive
U05440,Yes,2025-03-27,Price
U05441,Yes,2024-10-16,Price
U05442,Yes,2024-12-11,Features
U05443,Yes,2024-03-26,Competition
U05444,Yes,2025-01-15,Inactive
U05445,Yes,2024-05-20,Inactive
U05446,Yes,2024-08-03,Features
U05447,Yes,2024-08-12,Competition
U05448,No,,
U05449,Yes,2024-06-02,Competition
U05450,Yes,2025-03-30,Price
U05451,Yes,2025-04-11,Features
U05452,Yes,2024-11-19,Inactive
U05453,Yes,2025-02-10,Inactive
U05454,Yes,2024-07-09,Features
U05455,Yes,2024-08-18,Inactive
U05456,No,,
U05457,Yes,2025-03-07,Inactive
U05458,No,,
U05459,Yes,2024-04-27,Inactive
U05460,Yes,2024-10-16,Price
U05461,No,,
U05462,No,,
U05463,Yes,2024-04-28,Inactive
U05464,Yes,2024-09-08,Competition
U05465,Yes,2024-10-16,Features
U05466,Yes,2024-08-20,Inactive
U05467,Yes,2024-10-20,Price
U05468,Yes,2024-09-17,Inactive
U05469,Yes,2025-04-25,Features
U05470,Yes,2024-11-26,Competition
U05471,Yes,2024-10-08,Competition
U05472,Yes,2024-11-08,Inactive
U05473,Yes,2025-05-19,Inactive
U05474,Yes,2024-09-28,Price
U05475,Yes,2024-07-21,Price
U05476,Yes,2024-09-05,Features
U05477,Yes,2024-07-24,Inactive
U05478,Yes,2024-11-04,Features
U05479,Yes,2024-12-23,Features
U05480,Yes,2025-03-03,Features
U05481,Yes,2024-08-29,Features
U05482,Yes,2024-03-17,Price
U05483,Yes,2025-03-26,Price
U05484,Yes,2024-07-03,Features
U05485,Yes,2024-11-08,Competition
U05486,Yes,2024-10-03,Features
U05487,Yes,2025-01-25,Features
U05488,No,,
U05489,Yes,2024-08-02,Features
U05490,Yes,2024-08-02,Features
U05491,No,,
U05492,Yes,2024-08-09,Price
U05493,Yes,2025-01-10,Price
U05494,Yes,2025-06-25,Price
U05495,Yes,2024-12-23,Competition
U05496,Yes,2024-11-10,Inactive
U05497,No,,
U05498,Yes,2024-12-20,Competition
U05499,Yes,2024-05-09,Price
U05500,No,,
U05501,Yes,2024-08-26,Features
U05502,Yes,2024-05-23,Price
U05503,Yes,2024-05-02,Inactive
U05504,Yes,2025-05-17,Inactive
U05505,Yes,2025-04-05,Competition
U05506,Yes,2024-05-14,Inactive
U05507,Yes,2024-11-18,Inactive
U05508,No,,
U05509,Yes,2024-11-08,Price
U05510,Yes,2024-06-15,Inactive
U05511,Yes,2024-03-28,Features
U05512,Yes,2024-08-19,Competition
U05513,Yes,2024-04-12,Features
U05514,Yes,2024-07-28,Price
U05515,Yes,2024-11-04,Competition
U05516,Yes,2024-12-12,Features
U05517,Yes,2024-11-21,Inactive
U05518,Yes,2024-10-08,Price
U05519,Yes,2024-10-30,Competition
U05520,Yes,2025-09-12,Features
U05521,No,,
U05522,Yes,2024-07-15,Competition
U05523,Yes,2024-12-18,Price
U05524,No,,
U05525,Yes,2024-09-27,Competition
U05526,Yes,2024-06-01,Price
U05527,Yes,2024-10-12,Price
U05528,Yes,2025-01-28,Features
U05529,Yes,2025-11-04,Price
U05530,Yes,2024-07-09,Price
U05531,Yes,2024-10-08,Competition
U05532,Yes,2025-01-14,Competition
U05533,Yes,2024-09-20,Price
U05534,Yes,2024-12-05,Inactive
U05535,Yes,2024-11-26,Price
U05536,Yes,2024-10-02,Competition
U05537,Yes,2024-06-09,Competition
U05538,Yes,2025-05-16,Price
U05539,Yes,2025-03-28,Competition
U05540,Yes,2024-11-23,Features
U05541,Yes,2024-10-13,Features
U05542,Yes,2024-12-30,Price
U05543,Yes,2025-09-08,Features
U05544,Yes,2024-03-10,Competition
U05545,No,,
U05546,Yes,2024-06-12,Price
U05547,Yes,2024-12-07,Inactive
U05548,No,,
U05549,Yes,2024-02-28,Features
U05550,Yes,2024-08-01,Price
U05551,Yes,2025-02-19,Features
U05552,Yes,2024-10-13,Inactive
U05553,No,,
U05554,Yes,2024-06-13,Inactive
U05555,Yes,2024-10-20,Price
U05556,Yes,2025-02-16,Features
U05557,Yes,2024-12-02,Inactive
U05558,Yes,2024-10-04,Price
U05559,Yes,2024-09-14,Inactive
U05560,Yes,2025-01-29,Price
U05561,Yes,2025-01-15,Features
U05562,Yes,2024-07-05,Inactive
U05563,Yes,2024-09-11,Price
U05564,Yes,2024-03-02,Inactive
U05565,Yes,2024-10-06,Inactive
U05566,Yes,2024-10-12,Price
U05567,Yes,2024-04-21,Price
U05568,Yes,2024-02-26,Price
U05569,Yes,2024-09-01,Competition
U05570,Yes,2024-12-26,Price
U05571,Yes,2024-10-07,Competition
U05572,Yes,2025-01-31,Price
U05573,Yes,2024-04-16,Competition
U05574,Yes,2025-01-28,Price
U05575,Yes,2024-09-02,Competition
U05576,No,,
U05577,Yes,2025-01-08,Inactive
U05578,Yes,2024-10-06,Features
U05579,Yes,2024-04-21,Features
U05580,Yes,2024-06-12,Price
U05581,Yes,2025-03-10,Features
U05582,Yes,2024-11-13,Price
U05583,Yes,2025-05-18,Competition
U05584,Yes,2024-08-21,Features
U05585,Yes,2024-08-24,Competition
U05586,Yes,2024-03-08,Inactive
U05587,Yes,2024-05-23,Features
U05588,Yes,2025-02-03,Features
U05589,Yes,2025-04-05,Inactive
U05590,Yes,2024-11-11,Competition
U05591,No,,
U05592,Yes,2024-07-09,Inactive
U05593,Yes,2024-04-30,Features
U05594,Yes,2025-11-21,Competition
U05595,Yes,2024-06-22,Price
U05596,Yes,2024-10-14,Competition
U05597,Yes,2025-04-24,Inactive
U05598,Yes,2025-01-01,Features
U05599,No,,
U05600,Yes,2024-06-08,Inactive
U05601,Yes,2024-02-19,Competition
U05602,No,,
U05603,Yes,2024-05-28,Inactive
U05604,Yes,2024-12-03,Inactive
U05605,Yes,2024-07-24,Price
U05606,Yes,2025-07-16,Price
U05607,No,,
U05608,Yes,2024-09-07,Features
U05609,Yes,2025-05-08,Competition
U05610,Yes,2024-04-10,Inactive
U05611,Yes,2025-05-13,Inactive
U05612,Yes,2024-12-10,Price
U05613,Yes,2025-03-29,Inactive
U05614,Yes,2024-05-28,Competition
U05615,Yes,2024-10-06,Competition
U05616,Yes,2025-03-05,Features
U05617,Yes,2024-09-17,Inactive
U05618,Yes,2024-02-19,Features
U05619,Yes,2024-07-01,Inactive
U05620,Yes,2025-03-20,Inactive
U05621,Yes,2024-11-07,Features
U05622,Yes,2024-10-16,Competition
U05623,Yes,2024-10-10,Features
U05624,Yes,2024-02-11,Inactive
U05625,No,,
U05626,Yes,2024-03-02,Inactive
U05627,Yes,2024-06-10,Inactive
U05628,Yes,2025-06-05,Inactive
U05629,Yes,2025-01-13,Competition
U05630,Yes,2024-04-23,Inactive
U05631,Yes,2024-12-24,Competition
U05632,Yes,2025-09-22,Competition
U05633,Yes,2024-11-22,Price
U05634,Yes,2024-06-30,Features
U05635,Yes,2025-08-10,Inactive
U05636,No,,
U05637,No,,
U05638,Yes,2025-01-09,Inactive
U05639,Yes,2025-02-26,Inactive
U05640,Yes,2024-01-31,Features
U05641,Yes,2025-01-25,Competition
U05642,Yes,2024-12-25,Inactive
U05643,Yes,2024-10-26,Features
U05644,Yes,2024-10-29,Price
U05645,Yes,2024-10-13,Inactive
U05646,Yes,2025-02-21,Price
U05647,Yes,2024-06-17,Competition
U05648,No,,
U05649,Yes,2024-03-13,Competition
U05650,Yes,2025-06-11,Price
U05651,Yes,2024-05-18,Inactive
U05652,Yes,2024-10-03,Price
U05653,Yes,2025-07-03,Competition
U05654,Yes,2024-12-01,Features
U05655,Yes,2025-04-24,Features
U05656,No,,
U05657,Yes,2024-06-24,Competition
U05658,Yes,2024-06-07,Inactive
U05659,Yes,2024-12-09,Inactive
U05660,Yes,2024-08-02,Inactive
U05661,Yes,2024-11-11,Competition
U05662,Yes,2024-03-03,Price
U05663,Yes,2024-05-08,Competition
U05664,Yes,2024-04-27,Inactive
U05665,Yes,2024-05-05,Features
U05666,Yes,2024-08-13,Features
U05667,Yes,2024-06-07,Inactive
U05668,Yes,2025-03-04,Features
U05669,Yes,2024-08-09,Inactive
U05670,Yes,2024-05-03,Price
U05671,Yes,2024-09-17,Competition
U05672,Yes,2024-11-10,Price
U05673,Yes,2024-05-08,Price
U05674,Yes,2024-09-28,Competition
U05675,Yes,2024-05-09,Inactive
U05676,Yes,2024-09-17,Price
U05677,Yes,2024-10-31,Price
U05678,Yes,2024-11-05,Features
U05679,Yes,2025-01-26,Features
U05680,Yes,2025-07-05,Inactive
U05681,Yes,2024-04-27,Competition
U05682,Yes,2024-10-31,Price
U05683,Yes,2025-02-08,Price
U05684,Yes,2024-04-16,Inactive
U05685,Yes,2024-09-24,Features
U05686,Yes,2025-01-06,Features
U05687,Yes,2025-03-02,Features
U05688,Yes,2025-05-29,Price
U05689,Yes,2025-01-06,Features
U05690,Yes,2024-03-10,Price
U05691,Yes,2024-08-09,Features
U05692,Yes,2024-05-30,Inactive
U05693,Yes,2025-04-16,Competition
U05694,No,,
U05695,Yes,2024-09-14,Inactive
U05696,Yes,2024-06-29,Inactive
U05697,Yes,2024-11-01,Price
U05698,Yes,2025-02-02,Competition
U05699,Yes,2024-09-21,Price
U05700,Yes,2024-11-11,Price
U05701,Yes,2024-11-07,Competition
U05702,Yes,2024-12-16,Inactive
U05703,Yes,2025-08-11,Price
U05704,Yes,2025-01-22,Competition
U05705,Yes,2024-08-17,Price
U05706,No,,
U05707,Yes,2024-06-22,Competition
U05708,Yes,2024-06-29,Price
U05709,Yes,2024-04-03,Price
U05710,Yes,2024-04-17,Inactive
U05711,Yes,2025-02-24,Competition
U05712,Yes,2025-03-31,Price
U05713,Yes,2024-06-27,Price
U05714,Yes,2024-08-26,Price
U05715,Yes,2024-06-29,Features
U05716,Yes,2025-03-01,Inactive
U05717,Yes,2024-09-07,Features
U05718,Yes,2024-04-22,Competition
U05719,Yes,2025-05-25,Features
U05720,Yes,2024-10-23,Competition
U05721,Yes,2024-07-21,Price
U05722,Yes,2024-12-20,Competition
U05723,Yes,2025-03-20,Price
U05724,Yes,2024-11-23,Price
U05725,No,,
U05726,Yes,2024-06-01,Competition
U05727,Yes,2024-07-20,Competition
U05728,Yes,2024-10-01,Inactive
U05729,Yes,2024-05-13,Price
U05730,Yes,2024-08-16,Competition
U05731,Yes,2025-02-03,Price
U05732,Yes,2024-10-25,Inactive
U05733,Yes,2025-02-24,Features
U05734,Yes,2025-04-17,Inactive
U05735,Yes,2024-10-25,Competition
U05736,No,,
U05737,Yes,2025-08-24,Price
U05738,Yes,2024-04-08,Price
U05739,Yes,2025-01-19,Inactive
U05740,Yes,2024-05-06,Features
U05741,No,,
U05742,Yes,2025-02-18,Price
U05743,No,,
U05744,Yes,2024-05-19,Competition
U05745,Yes,2024-11-24,Price
U05746,Yes,2025-02-24,Inactive
U05747,Yes,2024-10-10,Price
U05748,Yes,2025-01-28,Inactive
U05749,Yes,2025-01-15,Inactive
U05750,Yes,2025-03-28,Price
U05751,Yes,2024-04-30,Price
U05752,Yes,2025-02-20,Inactive
U05753,Yes,2024-05-21,Price
U05754,Yes,2024-09-26,Inactive
U05755,Yes,2024-09-16,Inactive
U05756,No,,
U05757,Yes,2025-04-27,Price
U05758,Yes,2024-07-24,Features
U05759,Yes,2024-03-20,Features
U05760,No,,
U05761,Yes,2024-09-17,Features
U05762,Yes,2024-03-03,Features
U05763,Yes,2024-04-18,Features
U05764,Yes,2024-04-24,Competition
U05765,Yes,2024-09-24,Competition
U05766,Yes,2024-06-06,Competition
U05767,Yes,2024-12-04,Price
U05768,No,,
U05769,Yes,2024-06-27,Competition
U05770,No,,
U05771,Yes,2024-07-22,Competition
U05772,Yes,2025-01-04,Features
U05773,Yes,2025-01-07,Features
U05774,Yes,2024-04-22,Competition
U05775,Yes,2024-09-17,Price
U05776,Yes,2025-04-16,Inactive
U05777,Yes,2024-11-16,Inactive
U05778,Yes,2024-06-17,Price
U05779,Yes,2025-01-04,Competition
U05780,Yes,2024-09-23,Price
U05781,Yes,2025-03-27,Features
U05782,Yes,2025-04-04,Competition
U05783,Yes,2024-04-05,Features
U05784,Yes,2024-11-12,Inactive
U05785,Yes,2024-09-06,Inactive
U05786,Yes,2024-07-21,Competition
U05787,Yes,2024-11-12,Price
U05788,Yes,2024-08-04,Competition
U05789,Yes,2024-11-29,Features
U05790,Yes,2024-09-10,Competition
U05791,Yes,2024-12-12,Features
U05792,Yes,2025-08-04,Features
U05793,Yes,2024-07-14,Inactive
U05794,No,,
U05795,Yes,2024-11-07,Inactive
U05796,Yes,2024-09-26,Features
U05797,Yes,2024-12-10,Inactive
U05798,Yes,2025-04-03,Inactive
U05799,Yes,2024-12-05,Features
U05800,Yes,2024-08-10,Inactive
U05801,Yes,2025-02-08,Features
U05802,Yes,2024-07-31,Features
U05803,No,,
U05804,Yes,2025-01-14,Inactive
U05805,Yes,2025-03-14,Competition
U05806,Yes,2025-03-27,Features
U05807,Yes,2024-07-21,Inactive
U05808,No,,
U05809,Yes,2024-12-23,Inactive
U05810,Yes,2024-03-18,Competition
U05811,Yes,2025-06-07,Features
U05812,Yes,2024-06-15,Inactive
U05813,Yes,2025-02-25,Features
U05814,Yes,2024-06-01,Inactive
U05815,Yes,2024-09-12,Price
U05816,Yes,2024-09-14,Features
U05817,Yes,2024-05-07,Features
U05818,Yes,2024-08-14,Price
U05819,Yes,2025-01-26,Competition
U05820,Yes,2024-06-07,Features
U05821,Yes,2024-06-20,Competition
U05822,Yes,2025-08-08,Competition
U05823,No,,
U05824,Yes,2024-05-14,Features
U05825,Yes,2025-01-26,Competition
U05826,Yes,2024-12-29,Competition
U05827,Yes,2024-10-23,Price
U05828,Yes,2024-12-06,Competition
U05829,Yes,2024-12-15,Inactive
U05830,No,,
U05831,Yes,2024-10-22,Features
U05832,Yes,2024-11-10,Price
U05833,Yes,2024-07-13,Features
U05834,Yes,2024-11-27,Competition
U05835,Yes,2024-02-01,Price
U05836,Yes,2025-04-21,Price
U05837,Yes,2024-12-10,Competition
U05838,Yes,2025-01-20,Competition
U05839,Yes,2024-08-14,Price
U05840,No,,
U05841,Yes,2024-08-03,Features
U05842,Yes,2024-04-19,Competition
U05843,Yes,2024-12-27,Price
U05844,Yes,2024-10-30,Inactive
U05845,Yes,2024-12-08,Competition
U05846,Yes,2025-04-09,Inactive
U05847,Yes,2024-11-18,Competition
U05848,Yes,2025-02-23,Features
U05849,No,,
U05850,Yes,2024-10-12,Inactive
U05851,Yes,2024-09-18,Inactive
U05852,Yes,2024-08-19,Features
U05853,Yes,2024-10-14,Competition
U05854,Yes,2025-05-30,Features
U05855,Yes,2025-02-06,Price
U05856,Yes,2024-10-05,Inactive
U05857,Yes,2024-09-29,Competition
U05858,Yes,2024-06-12,Competition
U05859,Yes,2025-03-09,Inactive
U05860,Yes,2024-12-14,Features
U05861,Yes,2024-06-28,Inactive
U05862,Yes,2024-06-23,Price
U05863,No,,
U05864,Yes,2025-03-26,Features
U05865,Yes,2025-03-10,Competition
U05866,Yes,2025-02-14,Features
U05867,Yes,2025-04-08,Competition
U05868,Yes,2025-08-21,Competition
U05869,Yes,2025-01-12,Inactive
U05870,Yes,2024-08-05,Features
U05871,Yes,2024-09-16,Competition
U05872,Yes,2024-12-20,Competition
U05873,Yes,2024-07-23,Competition
U05874,Yes,2024-04-26,Price
U05875,Yes,2025-05-23,Features
U05876,Yes,2024-02-10,Competition
U05877,Yes,2025-01-24,Price
U05878,Yes,2025-01-12,Inactive
U05879,Yes,2024-08-14,Inactive
U05880,Yes,2024-09-27,Inactive
U05881,Yes,2025-01-08,Features
U05882,No,,
U05883,Yes,2024-12-09,Competition
U05884,Yes,2025-05-08,Features
U05885,Yes,2025-05-02,Price
U05886,Yes,2024-05-11,Price
U05887,Yes,2025-06-27,Competition
U05888,Yes,2024-10-26,Inactive
U05889,Yes,2025-04-22,Inactive
U05890,Yes,2025-05-19,Inactive
U05891,Yes,2024-04-05,Competition
U05892,No,,
U05893,Yes,2024-04-15,Price
U05894,Yes,2024-07-01,Price
U05895,Yes,2025-06-16,Features
U05896,Yes,2024-11-15,Features
U05897,Yes,2025-07-13,Features
U05898,Yes,2025-01-14,Inactive
U05899,Yes,2024-05-05,Competition
U05900,Yes,2024-04-17,Competition
U05901,Yes,2024-10-22,Features
U05902,Yes,2024-09-13,Inactive
U05903,Yes,2024-09-16,Inactive
U05904,Yes,2025-03-12,Features
U05905,No,,
U05906,Yes,2025-03-11,Inactive
U05907,Yes,2024-11-13,Competition
U05908,No,,
U05909,Yes,2025-01-28,Price
U05910,Yes,2024-07-04,Inactive
U05911,Yes,2025-05-18,Price
U05912,No,,
U05913,Yes,2024-04-22,Features
U05914,Yes,2025-01-23,Features
U05915,Yes,2024-06-11,Inactive
U05916,No,,
U05917,Yes,2024-04-19,Competition
U05918,Yes,2025-01-28,Competition
U05919,Yes,2025-01-20,Features
U05920,Yes,2025-07-13,Features
U05921,Yes,2024-12-11,Inactive
U05922,Yes,2024-12-15,Price
U05923,Yes,2024-03-28,Features
U05924,Yes,2024-05-02,Features
U05925,Yes,2024-09-08,Competition
U05926,Yes,2024-03-03,Inactive
U05927,Yes,2025-01-10,Features
U05928,Yes,2025-01-26,Inactive
U05929,Yes,2025-04-18,Price
U05930,Yes,2025-05-27,Features
U05931,Yes,2025-07-13,Competition
U05932,Yes,2024-12-23,Features
U05933,Yes,2025-03-07,Price
U05934,Yes,2025-03-29,Price
U05935,Yes,2024-06-24,Price
U05936,Yes,2024-09-15,Features
U05937,Yes,2024-08-06,Inactive
U05938,Yes,2024-06-09,Competition
U05939,Yes,2024-03-25,Inactive
U05940,Yes,2024-03-20,Price
U05941,Yes,2024-08-10,Inactive
U05942,Yes,2025-02-09,Features
U05943,Yes,2024-12-05,Inactive
U05944,Yes,2024-03-07,Price
U05945,No,,
U05946,Yes,2024-06-01,Price
U05947,Yes,2025-02-11,Competition
U05948,No,,
U05949,Yes,2025-01-07,Inactive
U05950,Yes,2024-07-19,Inactive
U05951,Yes,2024-02-27,Inactive
U05952,Yes,2024-06-22,Features
U05953,Yes,2024-12-19,Price
U05954,Yes,2024-06-20,Price
U05955,Yes,2025-04-20,Features
U05956,Yes,2024-08-02,Inactive
U05957,Yes,2025-07-10,Competition
U05958,Yes,2025-08-02,Competition
U05959,Yes,2024-08-31,Features
U05960,Yes,2024-04-24,Features
U05961,Yes,2025-02-19,Price
U05962,Yes,2025-04-07,Price
U05963,Yes,2024-02-19,Price
U05964,No,,
U05965,Yes,2024-10-29,Inactive
U05966,No,,
U05967,Yes,2024-09-07,Inactive
U05968,Yes,2024-10-14,Features
U05969,Yes,2024-04-01,Price
U05970,Yes,2025-05-31,Price
U05971,Yes,2024-05-25,Inactive
U05972,Yes,2025-02-02,Features
U05973,Yes,2025-02-24,Competition
U05974,No,,
U05975,Yes,2024-07-12,Features
U05976,Yes,2024-09-19,Features
U05977,Yes,2025-11-25,Features
U05978,Yes,2024-12-27,Price
U05979,Yes,2024-09-30,Competition
U05980,No,,
U05981,Yes,2024-10-05,Competition
U05982,Yes,2024-07-12,Features
U05983,Yes,2024-09-21,Features
U05984,Yes,2025-03-28,Features
U05985,Yes,2025-04-02,Competition
U05986,Yes,2024-10-19,Inactive
U05987,Yes,2024-11-24,Price
U05988,Yes,2025-05-20,Features
U05989,Yes,2025-03-10,Inactive
U05990,Yes,2024-08-13,Inactive
U05991,Yes,2025-05-01,Price
U05992,Yes,2025-01-29,Inactive
U05993,Yes,2025-09-03,Competition
U05994,Yes,2025-03-07,Price
U05995,Yes,2025-05-21,Features
U05996,Yes,2025-02-15,Features
U05997,Yes,2024-09-11,Features
U05998,Yes,2025-01-19,Price
U05999,Yes,2025-03-08,Price
U06000,Yes,2025-05-19,Features
U06001,Yes,2025-02-23,Inactive
U06002,Yes,2025-03-24,Features
U06003,Yes,2024-12-04,Price
U06004,Yes,2024-10-09,Inactive
U06005,Yes,2024-12-10,Price
U06006,Yes,2024-07-14,Competition
U06007,Yes,2024-12-17,Inactive
U06008,Yes,2025-03-09,Inactive
U06009,Yes,2024-11-20,Features
U06010,Yes,2025-02-20,Price
U06011,Yes,2024-08-11,Features
U06012,Yes,2024-12-11,Features
U06013,Yes,2024-12-29,Features
U06014,Yes,2024-05-01,Features
U06015,Yes,2024-12-06,Competition
U06016,Yes,2025-06-01,Competition
U06017,Yes,2024-08-06,Price
U06018,Yes,2025-03-10,Price
U06019,Yes,2025-02-08,Price
U06020,Yes,2024-10-23,Features
U06021,Yes,2024-11-29,Price
U06022,Yes,2024-12-27,Features
U06023,Yes,2024-07-17,Competition
U06024,Yes,2024-12-01,Features
U06025,Yes,2024-11-09,Features
U06026,Yes,2024-06-18,Competition
U06027,Yes,2025-03-28,Inactive
U06028,No,,
U06029,Yes,2025-02-07,Competition
U06030,Yes,2024-07-02,Price
U06031,Yes,2024-11-05,Features
U06032,Yes,2024-11-03,Inactive
U06033,No,,
U06034,Yes,2024-04-27,Inactive
U06035,Yes,2024-02-01,Features
U06036,Yes,2024-07-18,Competition
U06037,No,,
U06038,Yes,2025-07-09,Inactive
U06039,Yes,2024-07-31,Features
U06040,Yes,2024-10-21,Inactive
U06041,Yes,2024-11-10,Competition
U06042,Yes,2024-04-14,Competition
U06043,No,,
