transaction_id,user_id,transaction_date,order_value,product_category,product_name,quantity,discount,payment_method,transaction_status,refund_date
T027533,U05488,2024-09-08,96.81,Software,Pro,3,15,PayPal,Completed,
T027534,U05488,2024-11-04,372.98,Subscription,Starter,3,15,PayPal,Completed,
T027535,U05488,2024-12-05,129.36,Accessories,Analytics Add-on,1,5,Card,Completed,
T027536,U05488,2024-12-05,299.74,Software,Pro,3,5,Card,Completed,
T027537,U05488,2025-01-03,223.83,Accessories,Pro,3,10,Net Banking,Completed,
T027538,U05488,2025-01-03,208.43,Course,Analytics Add-on,3,5,Card,Completed,
T027539,U05488,2025-03-05,320.7,Software,Starter,1,0,UPI,Completed,
T027540,U05488,2025-03-05,361.81,Subscription,Pro,3,0,Net Banking,Refunded,2025-03-12
T027541,U05488,2025-04-04,493.8,Subscription,Analytics Add-on,2,5,Net Banking,Completed,
T027542,U05488,2025-04-06,365.4,Software,Starter,1,20,Net Banking,Completed,
T027543,U05488,2025-06-04,179.11,Course,Analytics Add-on,2,10,Card,Completed,
T027544,U05488,2025-06-03,365.07,Subscription,Analytics Add-on,2,10,Card,Completed,
T027545,U05488,2025-06-30,471.72,Software,Starter,3,20,Net Banking,Completed,
T027546,U05488,2025-07-01,230.28,Course,Analytics Add-on,3,20,Card,Completed,
T027547,U05488,2025-08-01,452.99,Subscription,Starter,2,10,Card,Completed,
T027548,U05488,2025-07-30,274.11,Course,Analytics Add-on,1,10,UPI,Completed,
T027549,U05489,2024-07-08,102.66,Software,Enterprise,2,10,PayPal,Completed,
T027550,U05490,2024-05-09,120.94,Course,Pro,2,10,Net Banking,Completed,
T027551,U05490,2024-07-07,495.41,Software,Analytics Add-on,3,10,PayPal,Completed,
T027552,U05490,2024-07-06,326.7,Subscription,Starter,2,0,Net Banking,Completed,
T027553,U05491,2024-10-25,33.17,Accessories,Starter,3,20,PayPal,Completed,
T027554,U05491,2024-10-22,262.94,Software,Analytics Add-on,3,5,Net Banking,Completed,
T027555,U05491,2024-11-22,417.79,Software,Starter,2,20,UPI,Completed,
T027556,U05491,2024-12-24,420.76,Software,Starter,1,15,Card,Refunded,2024-12-28
T027557,U05491,2024-12-21,0.0,Course,Analytics Add-on,2,0,Net Banking,Failed,
T027558,U05491,2025-01-24,307.15,Software,Pro,3,10,PayPal,Completed,
T027559,U05491,2025-04-21,473.17,Course,Starter,1,5,PayPal,Completed,
T027560,U05491,2025-04-22,495.25,Software,Analytics Add-on,2,0,Net Banking,Completed,
T027561,U05491,2025-05-20,275.29,Software,Enterprise,3,15,PayPal,Completed,
T027562,U05491,2025-07-24,0.0,Course,Pro,3,10,Card,Failed,
T027563,U05491,2025-07-21,462.82,Subscription,Starter,3,20,PayPal,Refunded,2025-07-28
T027564,U05491,2025-08-20,138.07,Subscription,Enterprise,2,0,Card,Completed,
T027565,U05492,2024-04-18,379.93,Course,Starter,2,0,UPI,Completed,
T027566,U05492,2024-05-11,183.27,Course,Starter,3,20,UPI,Completed,
T027567,U05492,2024-05-13,261.49,Accessories,Pro,1,5,PayPal,Refunded,2024-05-18
T027568,U05492,2024-07-13,0.0,Subscription,Pro,1,10,UPI,Failed,
T027569,U05494,2024-10-29,381.99,Subscription,Starter,2,0,PayPal,Completed,
T027570,U05494,2024-10-30,369.18,Accessories,Enterprise,1,20,UPI,Completed,
T027571,U05494,2024-12-03,331.26,Subscription,Enterprise,3,0,Net Banking,Completed,
T027572,U05494,2024-12-27,166.92,Accessories,Enterprise,2,5,Net Banking,Completed,
T027573,U05494,2024-12-27,65.39,Software,Enterprise,2,0,Card,Completed,
T027574,U05494,2025-02-01,96.52,Software,Starter,3,15,Net Banking,Completed,
T027575,U05494,2025-02-01,82.43,Course,Starter,2,5,PayPal,Completed,
T027576,U05494,2025-03-28,127.02,Software,Starter,1,0,PayPal,Completed,
T027577,U05494,2025-04-28,256.61,Accessories,Pro,2,5,UPI,Completed,
T027578,U05494,2025-04-27,0.0,Subscription,Starter,1,0,UPI,Failed,
T027579,U05494,2025-05-29,0.0,Accessories,Enterprise,3,10,Net Banking,Failed,
T027580,U05495,2024-04-02,293.33,Software,Enterprise,1,20,Card,Completed,
T027581,U05495,2024-04-04,92.38,Course,Pro,1,10,UPI,Completed,
T027582,U05495,2024-06-01,261.06,Subscription,Pro,1,15,PayPal,Refunded,2024-06-08
T027583,U05495,2024-07-03,89.42,Software,Pro,1,15,UPI,Completed,
T027584,U05495,2024-07-01,399.83,Subscription,Analytics Add-on,1,10,PayPal,Completed,
T027585,U05495,2024-07-29,336.11,Software,Starter,3,5,Net Banking,Completed,
T027586,U05495,2024-07-28,185.36,Software,Pro,3,10,PayPal,Completed,
T027587,U05495,2024-08-30,264.07,Accessories,Analytics Add-on,1,20,Net Banking,Completed,
T027588,U05495,2024-08-30,347.03,Software,Enterprise,2,20,Card,Completed,
T027589,U05495,2024-09-29,33.15,Subscription,Enterprise,2,20,Net Banking,Completed,
T027590,U05495,2024-09-30,267.74,Subscription,Pro,3,0,Card,Completed,
T027591,U05496,2024-09-16,363.81,Software,Analytics Add-on,2,5,Net Banking,Completed,
T027592,U05496,2024-09-15,0.0,Software,Starter,2,5,UPI,Failed,
T027593,U05496,2024-10-16,188.45,Subscription,Analytics Add-on,1,15,Net Banking,Completed,
T027594,U05496,2024-10-18,52.38,Accessories,Enterprise,1,10,Card,Refunded,2024-10-23
T027595,U05497,2024-07-18,349.54,Accessories,Analytics Add-on,2,20,Card,Completed,
T027596,U05497,2024-08-16,346.52,Course,Analytics Add-on,3,0,Card,Completed,
T027597,U05497,2024-10-13,354.34,Software,Enterprise,2,15,UPI,Completed,
T027598,U05497,2024-12-10,94.58,Software,Pro,3,0,Card,Completed,
T027599,U05497,2025-01-12,484.26,Accessories,Starter,2,15,Net Banking,Completed,
T027600,U05497,2025-01-13,167.05,Accessories,Starter,1,10,Net Banking,Completed,
T027601,U05497,2025-02-13,362.29,Subscription,Enterprise,2,15,PayPal,Completed,
T027602,U05497,2025-03-17,75.34,Software,Analytics Add-on,3,10,Card,Refunded,2025-03-22
T027603,U05497,2025-03-15,250.88,Subscription,Enterprise,3,5,PayPal,Completed,
T027604,U05497,2025-05-16,401.74,Course,Starter,1,15,Net Banking,Completed,
T027605,U05497,2025-05-16,375.36,Course,Enterprise,1,10,PayPal,Completed,
T027606,U05498,2024-05-29,311.99,Software,Analytics Add-on,2,20,PayPal,Completed,
T027607,U05498,2024-05-31,370.8,Software,Enterprise,1,10,PayPal,Completed,
T027608,U05498,2024-06-28,357.97,Accessories,Pro,1,5,PayPal,Refunded,2024-07-03
T027609,U05498,2024-07-24,344.54,Software,Enterprise,2,5,UPI,Completed,
T027610,U05498,2024-08-27,207.18,Accessories,Pro,2,20,UPI,Completed,
T027611,U05498,2024-09-26,164.93,Course,Enterprise,3,0,Card,Completed,
T027612,U05498,2024-10-29,404.62,Accessories,Starter,3,5,Card,Completed,
T027613,U05498,2024-11-28,26.4,Course,Enterprise,1,15,Card,Completed,
T027614,U05499,2024-01-17,25.73,Accessories,Starter,2,15,Card,Completed,
T027615,U05499,2024-02-14,494.09,Accessories,Starter,3,15,Card,Completed,
T027616,U05499,2024-03-12,465.19,Software,Analytics Add-on,3,10,Net Banking,Completed,
T027617,U05499,2024-04-14,275.8,Software,Analytics Add-on,2,10,PayPal,Completed,
T027618,U05500,2024-12-18,259.79,Course,Enterprise,3,20,Card,Completed,
T027619,U05500,2025-02-17,229.32,Software,Enterprise,2,10,UPI,Refunded,2025-02-24
T027620,U05500,2025-03-19,306.35,Course,Starter,3,10,Card,Completed,
T027621,U05500,2025-04-20,0.0,Software,Starter,2,15,Net Banking,Failed,
T027622,U05500,2025-08-16,182.65,Accessories,Pro,3,10,PayPal,Completed,
T027623,U05501,2024-02-04,221.08,Software,Starter,2,10,Net Banking,Completed,
T027624,U05501,2024-04-05,334.22,Subscription,Analytics Add-on,3,5,UPI,Completed,
T027625,U05501,2024-05-04,153.79,Accessories,Starter,2,15,UPI,Completed,
T027626,U05501,2024-06-04,100.7,Accessories,Pro,2,5,UPI,Completed,
T027627,U05501,2024-06-01,103.4,Software,Analytics Add-on,3,10,Card,Completed,
T027628,U05501,2024-07-01,0.0,Accessories,Analytics Add-on,2,15,Net Banking,Failed,
T027629,U05501,2024-06-30,290.33,Course,Enterprise,3,20,PayPal,Completed,
T027630,U05502,2024-04-28,286.51,Subscription,Starter,2,15,Card,Completed,
T027631,U05503,2024-03-07,403.8,Accessories,Starter,2,20,Net Banking,Completed,
T027632,U05503,2024-03-08,357.19,Accessories,Enterprise,3,20,UPI,Completed,
T027633,U05503,2024-04-06,150.1,Software,Enterprise,2,15,UPI,Completed,
T027634,U05504,2024-07-27,64.07,Subscription,Analytics Add-on,3,20,Card,Completed,
T027635,U05504,2024-08-28,212.57,Subscription,Enterprise,1,10,PayPal,Completed,
T027636,U05504,2024-09-23,390.85,Course,Analytics Add-on,1,20,Card,Completed,
T027637,U05504,2024-09-21,97.14,Course,Analytics Add-on,2,5,UPI,Completed,
T027638,U05504,2024-12-20,0.0,Software,Analytics Add-on,2,5,PayPal,Failed,
T027639,U05504,2024-12-20,263.92,Course,Starter,1,15,Net Banking,Completed,
T027640,U05504,2025-01-22,418.72,Subscription,Starter,1,5,UPI,Completed,
T027641,U05504,2025-01-23,488.16,Accessories,Enterprise,1,20,Net Banking,Completed,
T027642,U05504,2025-02-22,198.8,Course,Starter,3,5,PayPal,Completed,
T027643,U05504,2025-03-19,209.42,Subscription,Analytics Add-on,2,5,UPI,Completed,
T027644,U05504,2025-04-23,126.09,Accessories,Pro,2,20,UPI,Completed,
T027645,U05505,2025-02-10,326.18,Course,Enterprise,2,20,Net Banking,Completed,
T027646,U05505,2025-03-09,331.31,Software,Analytics Add-on,2,0,PayPal,Completed,
T027647,U05506,2024-01-16,192.78,Course,Enterprise,2,15,PayPal,Completed,
T027648,U05506,2024-03-21,490.49,Course,Starter,2,10,PayPal,Completed,
T027649,U05506,2024-03-19,0.0,Course,Starter,2,20,Net Banking,Failed,
T027650,U05507,2024-09-22,411.47,Accessories,Starter,2,15,PayPal,Completed,
T027651,U05507,2024-09-23,0.0,Accessories,Analytics Add-on,2,0,PayPal,Failed,
T027652,U05507,2024-10-20,26.54,Accessories,Starter,1,15,PayPal,Refunded,2024-10-27
T027653,U05508,2024-01-05,330.95,Accessories,Pro,2,15,Card,Completed,
T027654,U05508,2024-01-08,274.51,Accessories,Pro,1,0,PayPal,Completed,
T027655,U05508,2024-05-08,231.94,Course,Enterprise,1,15,PayPal,Refunded,2024-05-14
T027656,U05508,2024-07-03,0.0,Subscription,Enterprise,3,15,Net Banking,Failed,
T027657,U05508,2024-08-04,0.0,Accessories,Starter,3,10,Net Banking,Failed,
T027658,U05508,2024-10-04,488.91,Accessories,Pro,2,0,Card,Completed,
T027659,U05508,2024-10-04,23.71,Subscription,Analytics Add-on,3,15,UPI,Refunded,2024-10-10
T027660,U05510,2024-05-19,230.29,Course,Enterprise,2,20,PayPal,Completed,
T027661,U05511,2024-02-04,250.32,Software,Starter,2,15,UPI,Completed,
T027662,U05511,2024-02-02,335.9,Accessories,Pro,1,5,Net Banking,Completed,
T027663,U05512,2024-06-24,187.07,Subscription,Enterprise,2,0,UPI,Completed,
T027664,U05512,2024-07-21,203.98,Course,Analytics Add-on,1,0,PayPal,Completed,
T027665,U05513,2024-03-16,460.24,Software,Enterprise,2,5,UPI,Completed,
T027666,U05514,2024-02-05,200.75,Accessories,Analytics Add-on,2,10,Card,Completed,
T027667,U05514,2024-02-06,179.49,Course,Enterprise,3,5,PayPal,Completed,
T027668,U05514,2024-03-06,288.76,Software,Analytics Add-on,2,10,Net Banking,Completed,
T027669,U05514,2024-05-01,259.33,Course,Pro,1,10,Net Banking,Completed,
T027670,U05514,2024-05-02,0.0,Subscription,Enterprise,3,10,Card,Failed,
T027671,U05514,2024-06-02,384.67,Software,Analytics Add-on,1,0,Card,Completed,
T027672,U05514,2024-06-02,411.62,Course,Starter,3,15,Net Banking,Completed,
T027673,U05515,2024-09-07,237.83,Subscription,Starter,3,15,Card,Completed,
T027674,U05515,2024-09-06,34.67,Course,Enterprise,1,15,UPI,Completed,
T027675,U05516,2024-03-23,307.9,Software,Enterprise,1,15,UPI,Completed,
T027676,U05516,2024-03-25,410.48,Course,Analytics Add-on,1,20,PayPal,Completed,
T027677,U05516,2024-04-20,343.85,Course,Analytics Add-on,2,0,Net Banking,Completed,
T027678,,2024-06-18,387.37,Subscription,Enterprise,2,10,Net Banking,Completed,
T027679,U05516,2024-09-14,37.99,Course,Starter,1,0,Card,Completed,
T027680,U05516,2024-09-13,279.74,Accessories,Starter,1,5,UPI,Completed,
T027681,U05516,2024-10-19,400.2,Subscription,Pro,3,10,Card,Completed,
T027682,U05516,2024-11-16,413.14,Software,Analytics Add-on,1,15,Net Banking,Completed,
T027683,U05516,2024-11-17,193.56,Subscription,Enterprise,2,15,PayPal,Completed,
T027684,U05517,2024-07-29,460.38,Course,Analytics Add-on,1,20,PayPal,Completed,
T027685,U05517,2024-07-30,22.07,Software,Enterprise,1,20,UPI,Completed,
T027686,U05517,2024-08-30,59.7,Software,Analytics Add-on,1,5,Net Banking,Completed,
T027687,U05517,2024-08-27,118.36,Subscription,Enterprise,1,5,UPI,Completed,
T027688,U05517,2024-10-30,287.83,Software,Starter,2,5,Net Banking,Completed,
T027689,U05517,2024-10-27,200.2,Subscription,Pro,1,20,Card,Completed,
T027690,U05519,2024-07-07,273.78,Software,Enterprise,2,15,Net Banking,Refunded,2024-07-13
T027691,,2024-07-09,216.81,Software,Analytics Add-on,2,0,Net Banking,Completed,
T027692,U05519,2024-08-07,223.54,Software,Pro,2,15,PayPal,Refunded,2024-08-13
T027693,U05519,2024-10-03,308.91,Course,Starter,2,20,PayPal,Completed,
T027694,U05520,2024-10-22,336.49,Course,Starter,2,20,UPI,Completed,
T027695,U05520,2024-11-23,0.0,Subscription,Enterprise,3,0,PayPal,Failed,
T027696,U05520,2025-03-23,26.27,Software,Enterprise,3,15,PayPal,Completed,
T027697,U05520,2025-03-22,437.81,Accessories,Enterprise,1,5,PayPal,Completed,
T027698,U05520,2025-04-16,0.0,Course,Enterprise,1,0,Card,Failed,
T027699,U05520,2025-04-18,453.93,Software,Starter,1,5,Net Banking,Completed,
T027700,U05520,2025-05-16,219.73,Software,Pro,1,5,PayPal,Completed,
T027701,U05520,2025-06-15,87.01,Software,Pro,3,5,PayPal,Completed,
T027702,U05520,2025-06-16,0.0,Course,Pro,3,20,UPI,Failed,
T027703,U05521,2024-10-12,45.89,Software,Pro,3,5,PayPal,Completed,
T027704,U05521,2024-10-11,390.68,Course,Analytics Add-on,3,15,Card,Refunded,2024-10-16
T027705,U05521,2024-11-11,267.64,Subscription,Analytics Add-on,3,20,UPI,Completed,
T027706,U05521,2024-11-14,214.38,Subscription,Analytics Add-on,2,10,Net Banking,Completed,
T027707,U05521,2024-12-13,278.72,Subscription,Enterprise,2,0,Net Banking,Completed,
T027708,U05521,2025-01-08,99.28,Accessories,Analytics Add-on,3,0,Card,Completed,
T027709,U05521,2025-01-09,182.56,Course,Pro,1,5,UPI,Completed,
T027710,U05521,2025-02-07,359.24,Course,Pro,1,10,Net Banking,Completed,
T027711,U05521,2025-04-13,39.24,Accessories,Starter,1,20,PayPal,Completed,
T027712,U05521,2025-05-10,499.28,Software,Starter,1,10,PayPal,Completed,
T027713,U05521,2025-07-11,405.88,Subscription,Pro,3,10,Net Banking,Completed,
T027714,U05521,2025-08-10,194.34,Course,Pro,3,0,PayPal,Completed,
T027715,U05521,2025-08-10,33.36,Software,Analytics Add-on,3,5,PayPal,Completed,
T027716,U05522,2024-02-17,156.45,Accessories,Starter,3,0,PayPal,Completed,
T027717,U05522,2024-02-20,397.92,Subscription,Pro,2,10,UPI,Completed,
T027718,U05522,2024-04-18,438.5,Course,Enterprise,2,0,Card,Completed,
T027719,U05522,2024-06-22,491.22,Software,Starter,1,15,Card,Completed,
T027720,U05522,2024-06-21,178.57,Software,Analytics Add-on,3,20,Net Banking,Completed,
T027721,U05523,2024-11-21,144.03,Course,Enterprise,1,20,PayPal,Completed,
T027722,U05523,2024-11-20,277.73,Course,Pro,1,5,Card,Completed,
T027723,U05524,2024-07-22,173.2,Software,Pro,1,0,Net Banking,Completed,
T027724,U05524,2024-07-23,193.0,Course,Analytics Add-on,1,20,PayPal,Completed,
T027725,U05524,2024-08-18,155.43,Software,Pro,2,15,Net Banking,Completed,
T027726,U05524,2024-10-18,234.92,Course,Pro,2,0,Card,Completed,
T027727,U05524,2024-10-17,296.79,Subscription,Pro,1,0,Net Banking,Completed,
T027728,U05524,2024-11-22,231.65,Accessories,Enterprise,1,5,PayPal,Completed,
T027729,U05524,2024-12-18,221.33,Subscription,Starter,3,0,Net Banking,Completed,
T027730,U05524,2024-12-16,442.09,Accessories,Analytics Add-on,2,10,UPI,Completed,
T027731,U05524,2025-03-19,200.59,Software,Pro,2,0,UPI,Completed,
T027732,U05524,2025-04-18,397.01,Subscription,Enterprise,3,5,Net Banking,Completed,
T027733,U05524,2025-05-19,299.52,Software,Analytics Add-on,3,0,PayPal,Refunded,2025-05-24
T027734,U05525,2024-08-03,0.0,Software,Analytics Add-on,1,15,PayPal,Failed,
T027735,U05525,2024-09-02,212.49,Software,Starter,1,0,UPI,Completed,
T027736,U05526,2024-03-08,435.53,Accessories,Pro,3,15,Card,Completed,
T027737,U05526,2024-05-05,190.4,Course,Pro,1,5,Card,Completed,
T027738,U05528,2024-10-04,311.02,Software,Enterprise,1,10,PayPal,Refunded,2024-10-10
T027739,U05528,2024-10-04,317.31,Subscription,Analytics Add-on,2,15,PayPal,Completed,
T027740,U05529,2024-12-15,367.21,Subscription,Starter,1,0,PayPal,Refunded,2024-12-20
T027741,U05529,2025-01-16,268.77,Subscription,Enterprise,2,20,Net Banking,Completed,
T027742,U05529,2025-02-11,102.33,Accessories,Enterprise,3,5,PayPal,Completed,
T027743,U05529,2025-02-09,95.02,Accessories,Starter,3,5,Card,Completed,
T027744,U05529,2025-03-16,148.05,Subscription,Starter,3,20,Net Banking,Completed,
T027745,U05529,2025-05-13,94.47,Subscription,Starter,3,0,PayPal,Completed,
T027746,U05529,2025-05-14,308.85,Accessories,Analytics Add-on,1,20,PayPal,Completed,
T027747,U05529,2025-07-09,0.0,Course,Enterprise,3,5,UPI,Failed,
T027748,U05529,2025-07-08,68.74,Accessories,Starter,2,20,Card,Refunded,2025-07-14
T027749,U05529,2025-08-09,86.47,Course,Enterprise,2,15,UPI,Completed,
T027750,U05529,2025-10-08,348.23,Accessories,Enterprise,3,0,Card,Completed,
T027751,U05530,2024-06-14,259.76,Accessories,Enterprise,2,10,UPI,Refunded,2024-06-19
T027752,U05530,2024-06-12,142.91,Course,Enterprise,3,0,PayPal,Completed,
T027753,U05531,2024-08-11,367.47,Subscription,Starter,3,20,UPI,Completed,
T027754,U05531,2024-09-12,0.0,Course,Starter,1,10,Card,Failed,
T027755,U05531,2024-09-13,328.61,Software,Starter,2,10,Net Banking,Completed,
T027756,U05532,2024-09-18,0.0,Course,Starter,1,15,Card,Failed,
T027757,U05532,2024-12-22,233.01,Subscription,Enterprise,1,5,Net Banking,Completed,
T027758,U05533,2024-08-25,436.22,Subscription,Enterprise,3,15,Card,Completed,
T027759,U05533,2024-08-25,0.0,Subscription,Enterprise,1,0,PayPal,Failed,
T027760,U05534,2024-08-14,425.72,Software,Analytics Add-on,2,0,PayPal,Completed,
T027761,U05534,2024-08-15,189.6,Accessories,Pro,3,5,UPI,Completed,
T027762,U05534,2024-09-13,215.06,Subscription,Starter,3,10,UPI,Completed,
T027763,U05534,2024-10-10,89.4,Accessories,Starter,3,20,Card,Completed,
T027764,U05534,2024-11-11,212.13,Software,Pro,2,10,Card,Completed,
T027765,U05535,2024-10-30,24.76,Subscription,Enterprise,2,15,Net Banking,Completed,
T027766,U05536,2024-07-08,310.12,Subscription,Enterprise,1,0,PayPal,Completed,
T027767,U05536,2024-09-07,175.49,Software,Pro,1,10,PayPal,Completed,
T027768,U05536,2024-09-08,237.66,Course,Pro,2,15,PayPal,Completed,
T027769,U05537,2024-04-14,329.86,Accessories,Starter,1,5,Card,Completed,
T027770,U05537,2024-04-11,364.29,Course,Analytics Add-on,1,5,PayPal,Completed,
T027771,U05538,2025-02-17,473.62,Subscription,Starter,3,5,UPI,Completed,
T027772,U05538,2025-04-21,0.0,Subscription,Pro,2,15,Net Banking,Failed,
T027773,U05539,2024-10-30,342.02,Accessories,Enterprise,3,20,Card,Completed,
T027774,U05539,2024-12-02,349.25,Accessories,Enterprise,2,0,PayPal,Completed,
T027775,U05539,2024-12-03,328.36,Subscription,Starter,3,10,Card,Refunded,2024-12-08
T027776,U05539,2025-01-03,161.49,Course,Analytics Add-on,3,0,UPI,Completed,
T027777,U05539,2025-01-31,229.25,Software,Starter,3,20,PayPal,Completed,
T027778,U05539,2025-03-05,238.02,Software,Starter,2,5,Card,Completed,
T027779,U05540,2024-09-29,391.97,Subscription,Starter,1,5,Net Banking,Completed,
T027780,U05540,2024-10-25,162.68,Subscription,Starter,1,20,Card,Completed,
T027781,U05541,2024-04-20,0.0,Subscription,Analytics Add-on,2,5,UPI,Failed,
T027782,U05541,2024-04-20,113.75,Course,Pro,1,15,UPI,Completed,
T027783,U05541,2024-05-24,347.51,Software,Starter,2,20,UPI,Refunded,2024-05-28
T027784,U05541,2024-05-22,412.15,Software,Pro,2,15,UPI,Refunded,2024-05-28
T027785,U05541,2024-06-15,361.73,Course,Analytics Add-on,1,0,Net Banking,Completed,
T027786,U05541,2024-06-18,297.87,Accessories,Pro,2,5,Card,Completed,
T027787,U05541,2024-07-23,137.07,Subscription,Starter,3,10,Net Banking,Completed,
T027788,U05541,2024-07-23,424.68,Subscription,Analytics Add-on,1,10,Net Banking,Completed,
T027789,U05541,2024-08-20,0.0,Software,Pro,1,20,Card,Failed,
T027790,U05541,2024-09-17,364.83,Subscription,Starter,1,5,UPI,Completed,
T027791,U05543,2024-11-13,431.67,Course,Enterprise,2,5,Net Banking,Completed,
T027792,U05543,2024-11-14,123.46,Software,Starter,3,10,Net Banking,Completed,
T027793,U05543,2025-01-17,256.18,Subscription,Analytics Add-on,2,0,Net Banking,Refunded,2025-01-21
T027794,U05543,2025-03-20,32.63,Software,Analytics Add-on,3,20,Card,Completed,
T027795,U05543,2025-03-17,211.98,Subscription,Pro,3,20,UPI,Completed,
T027796,U05543,2025-06-12,132.98,Course,Analytics Add-on,1,10,PayPal,Completed,
T027797,,2025-08-09,294.08,Accessories,Starter,1,0,Card,Completed,
T027798,U05544,2024-02-11,223.98,Accessories,Starter,2,5,Net Banking,Completed,
T027799,U05544,2024-02-12,275.43,Subscription,Enterprise,3,10,PayPal,Completed,
T027800,U05545,2024-04-16,373.91,Course,Pro,1,15,Net Banking,Completed,
T027801,U05545,2024-04-14,480.67,Subscription,Pro,2,5,PayPal,Completed,
T027802,U05545,2024-05-13,377.6,Software,Pro,2,5,UPI,Completed,
T027803,U05545,2024-06-09,210.85,Software,Enterprise,1,0,Net Banking,Completed,
T027804,U05545,2024-06-09,234.96,Subscription,Enterprise,3,15,Net Banking,Completed,
T027805,U05545,2024-07-10,64.13,Accessories,Starter,2,5,UPI,Completed,
T027806,U05545,2024-07-11,252.04,Software,Analytics Add-on,3,20,Card,Completed,
T027807,U05545,2024-09-05,448.86,Accessories,Starter,2,5,Net Banking,Completed,
T027808,U05545,2024-11-07,440.89,Accessories,Analytics Add-on,1,20,UPI,Completed,
T027809,U05545,2024-12-09,364.34,Software,Analytics Add-on,1,5,Card,Completed,
T027810,U05545,2025-02-09,274.0,Accessories,Analytics Add-on,1,10,Card,Refunded,2025-02-13
T027811,U05545,2025-02-07,241.96,Accessories,Analytics Add-on,2,0,Net Banking,Completed,
T027812,U05546,2024-03-21,466.64,Software,Pro,2,0,Card,Completed,
T027813,U05546,2024-05-15,470.12,Course,Enterprise,2,5,PayPal,Completed,
T027814,U05546,2024-05-14,359.22,Software,Pro,2,15,UPI,Completed,
T027815,U05547,2024-11-10,120.63,Software,Starter,3,15,Card,Completed,
T027816,U05547,2024-11-10,0.0,Software,Analytics Add-on,3,10,UPI,Failed,
T027817,U05548,2024-04-18,490.18,Accessories,Starter,3,0,UPI,Completed,
T027818,U05548,2024-04-16,345.15,Software,Pro,3,10,UPI,Completed,
T027819,U05548,2024-07-17,0.0,Subscription,Starter,3,15,Net Banking,Failed,
T027820,U05548,2024-08-13,424.12,Accessories,Analytics Add-on,2,20,UPI,Completed,
T027821,U05548,2024-08-14,0.0,Course,Analytics Add-on,1,10,Net Banking,Failed,
T027822,U05548,2024-09-12,0.0,Course,Enterprise,1,20,UPI,Failed,
T027823,U05548,2024-09-13,323.14,Accessories,Pro,1,0,Net Banking,Completed,
T027824,U05548,2024-10-13,406.62,Software,Pro,2,15,Card,Completed,
T027825,U05548,2024-10-14,0.0,Subscription,Analytics Add-on,2,15,UPI,Failed,
T027826,U05548,2025-01-16,0.0,Accessories,Starter,1,15,Net Banking,Failed,
T027827,U05548,2025-01-13,0.0,Software,Starter,1,5,Net Banking,Failed,
T027828,U05548,2025-02-11,324.24,Subscription,Enterprise,3,5,Card,Completed,
T027829,U05548,2025-02-08,478.43,Software,Analytics Add-on,3,20,Card,Completed,
T027830,U05548,2025-03-16,486.41,Accessories,Enterprise,3,5,PayPal,Completed,
T027831,U05548,2025-03-14,0.0,Accessories,Pro,1,10,Card,Failed,
T027832,U05549,2024-02-03,26.91,Software,Starter,3,10,Net Banking,Completed,
T027833,U05549,2024-01-31,223.44,Software,Starter,2,0,UPI,Completed,
T027834,U05550,2024-05-07,61.38,Accessories,Analytics Add-on,2,10,UPI,Completed,
T027835,U05550,2024-06-08,116.02,Software,Pro,3,10,PayPal,Completed,
T027836,U05550,2024-07-05,47.23,Course,Pro,2,0,Card,Completed,
T027837,U05550,2024-07-04,238.25,Software,Enterprise,2,10,PayPal,Completed,
T027838,U05551,2024-05-02,188.67,Subscription,Analytics Add-on,2,20,Card,Refunded,2024-05-07
T027839,U05551,2024-05-03,169.9,Accessories,Pro,2,5,Net Banking,Completed,
T027840,U05551,2024-05-29,260.79,Course,Pro,2,20,PayPal,Completed,
T027841,U05551,2024-06-27,419.27,Course,Starter,1,15,UPI,Completed,
T027842,,2024-06-25,79.82,Subscription,Pro,3,10,Card,Completed,
T027843,U05551,2024-07-30,129.12,Course,Analytics Add-on,3,10,Net Banking,Completed,
T027844,U05551,2024-08-27,492.22,Course,Enterprise,3,0,Card,Completed,
T027845,U05551,2024-10-26,0.0,Subscription,Enterprise,1,20,UPI,Failed,
T027846,U05551,2024-10-26,292.74,Software,Analytics Add-on,1,10,UPI,Completed,
T027847,U05551,2024-11-24,398.85,Subscription,Pro,1,10,UPI,Refunded,2024-11-28
T027848,U05551,2024-11-24,362.6,Course,Enterprise,2,10,PayPal,Completed,
T027849,U05552,2024-07-21,204.58,Accessories,Analytics Add-on,2,20,PayPal,Completed,
T027850,U05552,2024-08-14,169.83,Course,Enterprise,1,5,UPI,Completed,
T027851,U05552,2024-08-14,482.83,Subscription,Enterprise,1,20,Net Banking,Completed,
T027852,U05553,2024-05-31,425.79,Accessories,Analytics Add-on,3,15,Card,Completed,
T027853,U05553,2024-07-26,81.69,Subscription,Enterprise,3,20,Net Banking,Refunded,2024-08-01
T027854,U05553,2024-08-23,0.0,Software,Pro,2,15,Card,Failed,
T027855,U05553,2024-08-23,415.13,Software,Starter,2,15,Net Banking,Completed,
T027856,U05553,2024-09-25,179.75,Course,Enterprise,1,0,Card,Completed,
T027857,U05553,2024-09-28,140.29,Accessories,Enterprise,3,10,Card,Completed,
T027858,U05553,2024-10-25,175.59,Software,Enterprise,3,5,UPI,Completed,
