subscription_id,user_id,start_date,renewal_date,end_date,monthly_fee,status
S04653,U04653,2024-04-10,2024-05-10,2024-10-07,20,Cancelled
S04654,U04654,2024-02-04,2024-03-05,2024-11-30,20,Cancelled
S04655,U04655,2024-01-13,2024-02-12,2024-03-13,20,Cancelled
S04656,U04656,2024-09-21,2024-10-21,2025-01-19,50,Cancelled
S04657,U04657,2024-10-27,2024-11-26,2025-07-24,0,Cancelled
S04658,U04658,2024-03-31,2024-04-30,2024-04-30,50,Cancelled
S04659,U04659,2024-08-16,2024-09-15,2025-04-13,50,Cancelled
S04660,U04660,2024-12-19,2025-01-18,2025-11-14,50,Cancelled
S04661,U04661,2024-01-24,2024-02-23,2024-04-23,0,Cancelled
S04662,U04662,2024-05-13,2024-06-12,2025-01-08,20,Cancelled
S04663,U04663,2024-07-12,2024-08-11,2024-12-09,50,Cancelled
S04664,U04664,2024-09-29,2024-10-29,2025-02-26,0,Cancelled
S04665,U04665,2024-08-22,2024-09-21,2024-12-20,50,Cancelled
S04666,U04666,2024-11-30,2024-12-30,2025-04-29,20,Cancelled
S04667,U04667,2024-02-07,2024-03-08,2024-09-04,20,Cancelled
S04668,U04668,2024-12-12,2025-01-11,2025-05-11,0,Cancelled
S04669,U04669,2024-05-18,2024-06-17,2024-10-15,50,Cancelled
S04670,U04670,2024-06-25,2024-07-25,2024-10-23,50,Cancelled
S04671,U04671,2024-12-22,2025-01-21,2025-02-20,50,Cancelled
S04672,U04672,2024-04-16,2024-05-16,2024-05-16,20,Cancelled
S04673,U04673,2024-02-07,2024-03-08,2024-09-04,20,Cancelled
S04674,U04674,2024-10-27,2024-11-26,2024-11-26,20,Cancelled
S04675,U04675,2024-07-17,2024-08-16,2025-05-13,20,Cancelled
S04676,U04676,2024-11-30,2024-12-30,2024-12-30,20,Cancelled
S04677,U04677,2024-11-22,2024-12-22,2025-08-19,50,Cancelled
S04678,U04678,2024-10-01,2024-10-31,2025-04-29,20,Cancelled
S04679,U04679,2024-01-23,2024-02-22,2024-07-21,20,Cancelled
S04680,U04680,2024-05-02,2024-06-01,2024-08-30,50,Cancelled
S04681,U04681,2024-06-07,2024-07-07,2024-09-05,50,Cancelled
S04682,U04682,2024-09-14,2024-10-14,2024-12-13,20,Cancelled
S04683,U04683,2024-06-03,2024-07-03,,50,Active
S04684,U04684,2024-03-03,2024-04-02,2024-07-31,0,Cancelled
S04685,U04685,2024-09-07,2024-10-07,2025-01-05,0,Cancelled
S04686,U04686,2024-08-02,2024-09-01,2024-12-30,0,Cancelled
S04687,U04687,2024-03-10,2024-04-09,2024-06-08,50,Cancelled
S04688,U04688,2024-06-09,2024-07-09,2024-08-08,0,Cancelled
S04689,U04689,2024-12-04,2025-01-03,2025-07-02,20,Cancelled
S04690,U04690,2024-08-20,2024-09-19,,50,Active
S04691,U04691,2024-07-18,2024-08-17,2024-08-17,50,Cancelled
S04692,U04692,2024-02-20,2024-03-21,2024-04-20,50,Cancelled
S04693,U04693,2024-12-07,2025-01-06,,20,Active
S04694,U04694,2024-05-08,2024-06-07,2024-11-04,0,Cancelled
S04695,U04695,2024-10-27,2024-11-26,2025-01-25,0,Cancelled
S04696,U04696,2024-02-01,2024-03-02,2024-03-02,0,Cancelled
S04697,U04697,2024-08-27,2024-09-26,2024-10-26,0,Cancelled
S04698,U04698,2024-12-17,2025-01-16,2025-02-15,50,Cancelled
S04699,U04699,2024-12-13,2025-01-12,2025-01-12,20,Cancelled
S04700,U04700,2024-07-13,2024-08-12,,0,Active
S04701,U04701,2024-03-24,2024-04-23,,0,Active
S04702,U04702,2024-05-03,2024-06-02,2025-02-27,20,Cancelled
S04703,U04703,2024-06-30,2024-07-30,2024-07-30,50,Cancelled
S04704,U04704,2024-07-09,2024-08-08,2024-10-07,50,Cancelled
S04705,U04705,2024-06-24,2024-07-24,2024-12-21,20,Cancelled
S04706,U04706,2024-08-20,2024-09-19,2025-02-16,20,Cancelled
S04707,U04707,2024-12-30,2025-01-29,2025-11-25,20,Cancelled
S04708,U04708,2024-05-06,2024-06-05,2024-11-02,50,Cancelled
S04709,U04709,2024-02-04,2024-03-05,2024-08-02,50,Cancelled
S04710,U04710,2024-12-20,2025-01-19,2025-10-16,0,Cancelled
S04711,U04711,2024-05-15,2024-06-14,2024-07-14,50,Cancelled
S04712,U04712,2024-07-20,2024-08-19,2024-08-19,50,Cancelled
S04713,U04713,2024-09-05,2024-10-05,2024-12-04,50,Cancelled
S04714,U04714,2024-01-03,2024-02-02,2024-03-03,0,Cancelled
S04715,U04715,2024-01-05,2024-02-04,2024-10-31,0,Cancelled
S04716,U04716,2024-11-22,2024-12-22,2025-04-21,20,Cancelled
S04717,U04717,2024-06-05,2024-07-05,2024-08-04,0,Cancelled
S04718,U04718,2024-06-21,2024-07-21,2024-07-21,0,Cancelled
S04719,U04719,2024-09-24,2024-10-24,2024-10-24,20,Cancelled
S04720,U04720,2024-05-03,2024-06-02,2024-08-01,0,Cancelled
S04721,U04721,2024-06-09,2024-07-09,2024-11-06,50,Cancelled
S04722,U04722,2024-02-01,2024-03-02,,20,Active
S04723,U04723,2024-05-23,2024-06-22,2024-10-20,0,Cancelled
S04724,U04724,2024-10-26,2024-11-25,2024-12-25,0,Cancelled
S04725,U04725,2024-01-03,2024-02-02,2024-02-02,0,Cancelled
S04726,U04726,2024-02-19,2024-03-20,2024-03-20,20,Cancelled
S04727,U04727,2024-09-07,2024-10-07,2025-02-04,20,Cancelled
S04728,U04728,2024-08-13,2024-09-12,2025-03-11,20,Cancelled
S04729,U04729,2024-06-21,2024-07-21,2025-05-17,20,Cancelled
S04730,U04730,2024-07-18,2024-08-17,2025-03-15,0,Cancelled
S04731,U04731,2024-11-06,2024-12-06,2025-04-05,0,Cancelled
S04732,U04732,2024-11-24,2024-12-24,2025-02-22,0,Cancelled
S04733,U04733,2024-03-21,2024-04-20,2024-04-20,0,Cancelled
S04734,U04734,2024-08-30,2024-09-29,2025-02-26,50,Cancelled
S04735,U04735,2024-08-18,2024-09-17,2024-10-17,20,Cancelled
S04736,U04736,2024-10-17,2024-11-16,2024-11-16,0,Cancelled
S04737,U04737,2024-02-13,2024-03-14,2024-07-12,0,Cancelled
S04738,U04738,2024-11-02,2024-12-02,2024-12-02,20,Cancelled
S04739,U04739,2024-05-08,2024-06-07,2025-01-03,0,Cancelled
S04740,U04740,2024-10-28,2024-11-27,2024-12-27,50,Cancelled
S04741,U04741,2024-08-25,2024-09-24,,50,Active
S04742,U04742,2024-03-21,2024-04-20,2024-05-20,20,Cancelled
S04743,U04743,2024-01-29,2024-02-28,2024-07-27,0,Cancelled
S04744,U04744,2024-10-28,2024-11-27,2025-09-23,0,Cancelled
S04745,U04745,2024-11-26,2024-12-26,2025-03-26,20,Cancelled
S04746,U04746,2024-09-02,2024-10-02,2024-12-01,0,Cancelled
S04747,U04747,2024-05-20,2024-06-19,2024-12-16,50,Cancelled
S04748,U04748,2024-06-30,2024-07-30,2024-09-28,20,Cancelled
S04749,U04749,2024-04-12,2024-05-12,2024-10-09,0,Cancelled
S04750,U04750,2024-09-20,2024-10-20,,50,Active
S04751,U04751,2024-12-26,2025-01-25,2025-05-25,20,Cancelled
S04752,U04752,2024-11-23,2024-12-23,2025-04-22,20,Cancelled
S04753,U04753,2024-10-18,2024-11-17,2025-04-16,0,Cancelled
S04754,U04754,2024-10-15,2024-11-14,2025-04-13,50,Cancelled
S04755,U04755,2024-06-29,2024-07-29,2024-08-28,50,Cancelled
S04756,U04756,2024-09-05,2024-10-05,2024-11-04,20,Cancelled
S04757,U04757,2024-06-06,2024-07-06,2024-10-04,0,Cancelled
S04758,U04758,2024-09-06,2024-10-06,2025-03-05,0,Cancelled
S04759,U04759,2024-07-04,2024-08-03,2024-08-03,0,Cancelled
S04760,U04760,2024-01-17,2024-02-16,2024-05-16,0,Cancelled
S04761,U04761,2024-08-23,2024-09-22,2025-01-20,50,Cancelled
S04762,U04762,2024-10-02,2024-11-01,2025-03-01,20,Cancelled
S04763,U04763,2024-08-12,2024-09-11,2024-10-11,20,Cancelled
S04764,U04764,2024-11-07,2024-12-07,2025-01-06,50,Cancelled
S04765,U04765,2024-04-17,2024-05-17,2025-02-11,50,Cancelled
S04766,U04766,2024-09-28,2024-10-28,2025-02-25,50,Cancelled
S04767,U04767,2024-10-19,2024-11-18,2024-11-18,0,Cancelled
S04768,U04768,2024-06-16,2024-07-16,2024-09-14,50,Cancelled
S04769,U04769,2024-10-03,2024-11-02,2025-01-31,50,Cancelled
S04770,U04770,2024-03-31,2024-04-30,2024-07-29,20,Cancelled
S04771,U04771,2024-07-22,2024-08-21,2024-08-21,50,Cancelled
S04772,U04772,2024-10-06,2024-11-05,2024-11-05,50,Cancelled
S04773,U04773,2024-11-11,2024-12-11,2025-06-09,0,Cancelled
S04774,U04774,2024-02-12,2024-03-13,2024-03-13,0,Cancelled
S04775,U04775,2024-05-19,2024-06-18,2024-07-18,50,Cancelled
S04776,U04776,2024-10-05,2024-11-04,2025-07-02,50,Cancelled
S04777,U04777,2024-08-28,2024-09-27,2024-10-27,0,Cancelled
S04778,U04778,2024-11-04,2024-12-04,2025-01-03,0,Cancelled
S04779,U04779,2024-01-15,2024-02-14,2024-12-10,20,Cancelled
S04780,U04780,2024-01-04,2024-02-03,2024-07-02,0,Cancelled
S04781,U04781,2024-04-09,2024-05-09,2024-09-06,20,Cancelled
S04782,U04782,2024-02-10,2024-03-11,2024-06-09,0,Cancelled
S04783,U04783,2024-04-05,2024-05-05,2024-05-05,50,Cancelled
S04784,U04784,2024-02-20,2024-03-21,2024-12-16,50,Cancelled
S04785,U04785,2024-12-23,2025-01-22,2025-02-21,50,Cancelled
S04786,U04786,2024-07-11,2024-08-10,2024-09-09,50,Cancelled
S04787,U04787,2024-04-21,2024-05-21,2024-07-20,20,Cancelled
S04788,U04788,2024-06-04,2024-07-04,2024-09-02,50,Cancelled
S04789,U04789,2024-01-06,2024-02-05,2024-04-05,0,Cancelled
S04790,U04790,2024-01-24,2024-02-23,2024-02-23,50,Cancelled
S04791,U04791,2024-11-17,2024-12-17,2024-12-17,0,Cancelled
S04792,U04792,2024-12-07,2025-01-06,2025-01-06,50,Cancelled
S04793,U04793,2024-05-15,2024-06-14,2024-06-14,50,Cancelled
S04794,U04794,2024-12-30,2025-01-29,2025-03-30,50,Cancelled
S04795,U04795,2024-02-15,2024-03-16,2024-07-14,50,Cancelled
S04796,U04796,2024-03-25,2024-04-24,2024-11-20,20,Cancelled
S04797,U04797,2024-02-12,2024-03-13,2024-04-12,20,Cancelled
S04798,U04798,2024-03-10,2024-04-09,2024-06-08,20,Cancelled
S04799,U04799,2024-05-11,2024-06-10,2024-12-07,0,Cancelled
S04800,U04800,2024-11-10,2024-12-10,2025-10-06,20,Cancelled
S04801,U04801,2024-05-24,2024-06-23,2024-07-23,50,Cancelled
S04802,U04802,2024-02-01,2024-03-02,2024-06-30,20,Cancelled
S04803,U04803,2024-09-13,2024-10-13,2025-07-10,20,Cancelled
S04804,U04804,2024-04-29,2024-05-29,2024-06-28,50,Cancelled
S04805,U04805,2024-01-04,2024-02-03,2024-08-01,20,Cancelled
S04806,U04806,2024-12-03,2025-01-02,2025-05-02,20,Cancelled
S04807,U04807,2024-09-11,2024-10-11,2024-11-10,50,Cancelled
S04808,U04808,2024-03-11,2024-04-10,2024-05-10,50,Cancelled
S04809,U04809,2024-01-06,2024-02-05,2024-06-04,0,Cancelled
S04810,U04810,2024-08-06,2024-09-05,2025-01-03,50,Cancelled
S04811,U04811,2024-01-16,2024-02-15,2024-04-15,0,Cancelled
S04812,U04812,2024-11-22,2024-12-22,2024-12-22,0,Cancelled
S04813,U04813,2024-12-08,2025-01-07,,50,Active
S04814,U04814,2024-04-09,2024-05-09,2024-05-09,0,Cancelled
S04815,U04815,2024-06-06,2024-07-06,2024-09-04,50,Cancelled
S04816,U04816,2024-03-04,2024-04-03,2024-07-02,20,Cancelled
S04817,U04817,2024-08-12,2024-09-11,2024-11-10,20,Cancelled
S04818,U04818,2024-02-19,2024-03-20,2024-04-19,20,Cancelled
S04819,U04819,2024-06-18,2024-07-18,2025-02-13,0,Cancelled
S04820,U04820,2024-05-08,2024-06-07,,50,Active
S04821,U04821,2024-08-23,2024-09-22,2025-05-20,0,Cancelled
S04822,U04822,2024-11-21,2024-12-21,2024-12-21,50,Cancelled
S04823,U04823,2024-07-03,2024-08-02,2024-08-02,0,Cancelled
S04824,U04824,2024-11-17,2024-12-17,2025-08-14,50,Cancelled
S04825,U04825,2024-11-09,2024-12-09,2025-03-09,20,Cancelled
S04826,U04826,2024-07-15,2024-08-14,2024-09-13,50,Cancelled
S04827,U04827,2024-10-26,2024-11-25,2024-11-25,20,Cancelled
S04828,U04828,2024-11-04,2024-12-04,2025-04-03,20,Cancelled
S04829,U04829,2024-03-20,2024-04-19,2025-02-13,20,Cancelled
S04830,U04830,2024-11-18,2024-12-18,,0,Active
S04831,U04831,2024-01-31,2024-03-01,2024-05-30,20,Cancelled
S04832,U04832,2024-12-18,2025-01-17,2025-02-16,0,Cancelled
S04833,U04833,2024-04-21,2024-05-21,2024-11-17,20,Cancelled
S04834,U04834,2024-07-04,2024-08-03,2024-09-02,20,Cancelled
S04835,U04835,2024-02-09,2024-03-10,2024-05-09,20,Cancelled
S04836,U04836,2024-09-01,2024-10-01,2025-03-30,50,Cancelled
S04837,U04837,2024-11-16,2024-12-16,2025-08-13,0,Cancelled
S04838,U04838,2024-03-03,2024-04-02,2024-07-01,50,Cancelled
S04839,U04839,2024-04-01,2024-05-01,2024-05-31,20,Cancelled
S04840,U04840,2024-06-14,2024-07-14,2024-08-13,20,Cancelled
S04841,U04841,2024-07-03,2024-08-02,2025-01-29,0,Cancelled
S04842,U04842,2024-11-29,2024-12-29,2025-01-28,50,Cancelled
S04843,U04843,2024-01-25,2024-02-24,2024-04-24,20,Cancelled
S04844,U04844,2024-01-14,2024-02-13,2024-04-13,20,Cancelled
S04845,U04845,2024-09-01,2024-10-01,2024-10-01,0,Cancelled
S04846,U04846,2024-05-17,2024-06-16,2024-11-13,50,Cancelled
S04847,U04847,2024-01-14,2024-02-13,2024-07-12,20,Cancelled
S04848,U04848,2024-03-16,2024-04-15,2024-12-11,50,Cancelled
S04849,U04849,2024-06-22,2024-07-22,2025-02-17,0,Cancelled
S04850,U04850,2024-02-22,2024-03-23,2024-05-22,50,Cancelled
S04851,U04851,2024-07-31,2024-08-30,2024-10-29,20,Cancelled
S04852,U04852,2024-09-18,2024-10-18,2024-11-17,0,Cancelled
S04853,U04853,2024-05-15,2024-06-14,,20,Active
S04854,U04854,2024-11-12,2024-12-12,2024-12-12,20,Cancelled
S04855,U04855,2024-02-01,2024-03-02,2024-06-30,20,Cancelled
S04856,U04856,2024-07-19,2024-08-18,2024-11-16,0,Cancelled
S04857,U04857,2024-02-04,2024-03-05,2024-05-04,50,Cancelled
S04858,U04858,2024-08-21,2024-09-20,2024-10-20,20,Cancelled
S04859,U04859,2024-01-15,2024-02-14,,20,Active
S04860,U04860,2024-08-15,2024-09-14,2025-04-12,50,Cancelled
S04861,U04861,2024-07-07,2024-08-06,,50,Active
S04862,U04862,2024-01-03,2024-02-02,2024-04-02,20,Cancelled
S04863,U04863,2024-03-09,2024-04-08,,50,Active
S04864,U04864,2024-01-08,2024-02-07,2024-02-07,50,Cancelled
S04865,U04865,2024-01-09,2024-02-08,2024-05-08,0,Cancelled
S04866,U04866,2024-03-07,2024-04-06,2024-09-03,50,Cancelled
S04867,U04867,2024-09-26,2024-10-26,2025-04-24,20,Cancelled
S04868,U04868,2024-11-06,2024-12-06,2024-12-06,0,Cancelled
S04869,U04869,2024-05-21,2024-06-20,2024-06-20,50,Cancelled
S04870,U04870,2024-08-16,2024-09-15,2024-10-15,0,Cancelled
S04871,U04871,2024-10-13,2024-11-12,2024-11-12,0,Cancelled
S04872,U04872,2024-06-18,2024-07-18,2024-09-16,50,Cancelled
S04873,U04873,2024-12-03,2025-01-02,2025-03-03,50,Cancelled
S04874,U04874,2024-10-15,2024-11-14,,50,Active
S04875,U04875,2024-05-10,2024-06-09,2024-06-09,0,Cancelled
S04876,U04876,2024-05-17,2024-06-16,2024-09-14,20,Cancelled
S04877,U04877,2024-10-19,2024-11-18,2024-12-18,20,Cancelled
S04878,U04878,2024-06-12,2024-07-12,2025-02-07,50,Cancelled
S04879,U04879,2024-07-11,2024-08-10,,20,Active
S04880,U04880,2024-06-08,2024-07-08,2025-01-04,0,Cancelled
S04881,U04881,2024-09-18,2024-10-18,2025-01-16,0,Cancelled
S04882,U04882,2024-02-09,2024-03-10,2024-06-08,20,Cancelled
S04883,U04883,2024-03-14,2024-04-13,2024-10-10,0,Cancelled
S04884,U04884,2024-05-26,2024-06-25,2024-10-23,0,Cancelled
S04885,U04885,2024-05-05,2024-06-04,2024-12-31,20,Cancelled
S04886,U04886,2024-02-14,2024-03-15,2024-03-15,50,Cancelled
S04887,U04887,2024-12-06,2025-01-05,2025-01-05,0,Cancelled
S04888,U04888,2024-08-29,2024-09-28,2025-05-26,0,Cancelled
S04889,U04889,2024-07-31,2024-08-30,2024-09-29,20,Cancelled
S04890,U04890,2024-08-01,2024-08-31,2024-09-30,20,Cancelled
S04891,U04891,2024-11-12,2024-12-12,2025-01-11,50,Cancelled
S04892,U04892,2024-04-13,2024-05-13,2024-12-09,0,Cancelled
S04893,U04893,2024-10-20,2024-11-19,2025-05-18,50,Cancelled
S04894,U04894,2024-12-19,2025-01-18,2025-05-18,50,Cancelled
S04895,U04895,2024-12-01,2024-12-31,2025-04-30,0,Cancelled
S04896,U04896,2024-05-08,2024-06-07,2025-01-03,20,Cancelled
S04897,U04897,2024-02-24,2024-03-25,2024-03-25,50,Cancelled
S04898,U04898,2024-03-21,2024-04-20,2024-05-20,50,Cancelled
S04899,U04899,2024-08-20,2024-09-19,2024-09-19,0,Cancelled
S04900,U04900,2024-08-11,2024-09-10,2024-11-09,0,Cancelled
S04901,U04901,2024-04-27,2024-05-27,2024-07-26,20,Cancelled
S04902,U04902,2024-07-10,2024-08-09,2024-09-08,50,Cancelled
S04903,U04903,2024-11-04,2024-12-04,2025-08-01,50,Cancelled
S04904,U04904,2024-06-09,2024-07-09,2024-08-08,20,Cancelled
S04905,U04905,2024-05-01,2024-05-31,2024-07-30,20,Cancelled
S04906,U04906,2024-03-20,2024-04-19,2024-04-19,20,Cancelled
S04907,U04907,2024-09-09,2024-10-09,2025-02-06,20,Cancelled
S04908,U04908,2024-03-04,2024-04-03,2024-06-02,50,Cancelled
S04909,U04909,2024-09-07,2024-10-07,,0,Active
S04910,U04910,2024-12-19,2025-01-18,2025-09-15,50,Cancelled
S04911,U04911,2024-05-03,2024-06-02,2024-07-02,0,Cancelled
S04912,U04912,2024-02-20,2024-03-21,2024-05-20,20,Cancelled
S04913,U04913,2024-07-16,2024-08-15,2024-11-13,20,Cancelled
S04914,U04914,2024-11-27,2024-12-27,2025-01-26,0,Cancelled
S04915,U04915,2024-09-07,2024-10-07,2025-01-05,50,Cancelled
S04916,U04916,2024-07-19,2024-08-18,2024-11-16,50,Cancelled
S04917,U04917,2024-12-20,2025-01-19,2025-04-19,20,Cancelled
S04918,U04918,2024-01-23,2024-02-22,2024-02-22,20,Cancelled
S04919,U04919,2024-06-23,2024-07-23,2024-11-20,20,Cancelled
S04920,U04920,2024-04-22,2024-05-22,2024-06-21,0,Cancelled
S04921,U04921,2024-07-09,2024-08-08,2025-01-05,50,Cancelled
S04922,U04922,2024-10-30,2024-11-29,2025-01-28,20,Cancelled
S04923,U04923,2024-10-12,2024-11-11,,20,Active
S04924,U04924,2024-04-11,2024-05-11,2024-05-11,20,Cancelled
S04925,U04925,2024-11-17,2024-12-17,2024-12-17,0,Cancelled
S04926,U04926,2024-10-15,2024-11-14,,0,Active
S04927,U04927,2024-03-09,2024-04-08,2024-08-06,20,Cancelled
S04928,U04928,2024-02-25,2024-03-26,2024-07-24,20,Cancelled
S04929,U04929,2024-12-07,2025-01-06,2025-05-06,0,Cancelled
S04930,U04930,2024-01-07,2024-02-06,2024-03-07,0,Cancelled
S04931,U04931,2024-08-20,2024-09-19,2024-12-18,50,Cancelled
S04932,U04932,2024-01-01,2024-01-31,2024-01-31,0,Cancelled
S04933,U04933,2024-01-10,2024-02-09,2024-03-10,50,Cancelled
S04934,U04934,2024-12-21,2025-01-20,2025-04-20,50,Cancelled
S04935,U04935,2024-07-30,2024-08-29,2025-01-26,0,Cancelled
S04936,U04936,2024-10-03,2024-11-02,2025-03-02,50,Cancelled
S04937,U04937,2024-03-12,2024-04-11,2024-06-10,50,Cancelled
S04938,U04938,2024-02-18,2024-03-19,2024-06-17,20,Cancelled
S04939,U04939,2024-11-22,2024-12-22,2024-12-22,20,Cancelled
S04940,U04940,2024-03-30,2024-04-29,2024-05-29,20,Cancelled
S04941,U04941,2024-01-06,2024-02-05,2024-03-06,50,Cancelled
S04942,U04942,2024-01-16,2024-02-15,2024-10-12,50,Cancelled
S04943,U04943,2024-12-03,2025-01-02,2025-04-02,0,Cancelled
S04944,U04944,2024-07-31,2024-08-30,2024-09-29,50,Cancelled
S04945,U04945,2024-07-08,2024-08-07,,0,Active
S04946,U04946,2024-06-17,2024-07-17,2024-12-14,50,Cancelled
S04947,U04947,2024-03-22,2024-04-21,2024-07-20,50,Cancelled
S04948,U04948,2024-02-07,2024-03-08,2024-03-08,20,Cancelled
S04949,U04949,2024-10-21,2024-11-20,2025-01-19,20,Cancelled
S04950,U04950,2024-07-30,2024-08-29,,50,Active
S04951,U04951,2024-10-17,2024-11-16,2025-01-15,50,Cancelled
S04952,U04952,2024-10-24,2024-11-23,2024-11-23,20,Cancelled
S04953,U04953,2024-02-09,2024-03-10,2024-07-08,50,Cancelled
S04954,U04954,2024-01-18,2024-02-17,2024-02-17,20,Cancelled
S04955,U04955,2024-09-20,2024-10-20,2025-05-18,50,Cancelled
S04956,U04956,2024-07-15,2024-08-14,2024-10-13,0,Cancelled
S04957,U04957,2024-07-31,2024-08-30,2024-08-30,0,Cancelled
S04958,U04958,2024-12-27,2025-01-26,,0,Active
S04959,U04959,2024-01-15,2024-02-14,2024-04-14,0,Cancelled
S04960,U04960,2024-01-06,2024-02-05,2024-09-02,20,Cancelled
S04961,U04961,2024-03-24,2024-04-23,2024-06-22,20,Cancelled
S04962,U04962,2024-07-04,2024-08-03,2024-08-03,0,Cancelled
S04963,U04963,2024-07-26,2024-08-25,2024-11-23,50,Cancelled
S04964,U04964,2024-09-01,2024-10-01,2025-04-29,0,Cancelled
S04965,U04965,2024-07-19,2024-08-18,,50,Active
S04966,U04966,2024-08-05,2024-09-04,2024-11-03,0,Cancelled
S04967,U04967,2024-09-21,2024-10-21,,0,Active
S04968,U04968,2024-02-18,2024-03-19,2024-07-17,0,Cancelled
S04969,U04969,2024-09-10,2024-10-10,,0,Active
S04970,U04970,2024-02-16,2024-03-17,2024-06-15,20,Cancelled
S04971,U04971,2024-01-14,2024-02-13,2024-08-11,0,Cancelled
S04972,U04972,2024-07-19,2024-08-18,2024-08-18,20,Cancelled
S04973,U04973,2024-07-24,2024-08-23,2024-09-22,50,Cancelled
S04974,U04974,2024-04-17,2024-05-17,2024-09-14,20,Cancelled
S04975,U04975,2024-09-25,2024-10-25,,20,Active
S04976,U04976,2024-12-04,2025-01-03,2025-02-02,50,Cancelled
S04977,U04977,2024-02-14,2024-03-15,,50,Active
S04978,U04978,2024-10-22,2024-11-21,2025-01-20,0,Cancelled
S04979,U04979,2024-11-14,2024-12-14,2025-01-13,50,Cancelled
S04980,U04980,2024-05-06,2024-06-05,2024-07-05,20,Cancelled
S04981,U04981,2024-11-19,2024-12-19,2025-01-18,0,Cancelled
S04982,U04982,2024-11-27,2024-12-27,2025-04-26,0,Cancelled
S04983,U04983,2024-05-28,2024-06-27,2024-11-24,0,Cancelled
S04984,U04984,2024-05-02,2024-06-01,2024-08-30,50,Cancelled
S04985,U04985,2024-04-02,2024-05-02,,20,Active
S04986,U04986,2024-06-07,2024-07-07,,0,Active
S04987,U04987,2024-02-09,2024-03-10,2024-12-05,20,Cancelled
S04988,U04988,2024-08-19,2024-09-18,2025-03-17,50,Cancelled
S04989,U04989,2024-04-26,2024-05-26,2024-08-24,20,Cancelled
S04990,U04990,2024-07-02,2024-08-01,2025-04-28,0,Cancelled
S04991,U04991,2024-01-07,2024-02-06,2024-02-06,50,Cancelled
S04992,U04992,2024-11-01,2024-12-01,,20,Active
S04993,U04993,2024-04-06,2024-05-06,2024-12-02,20,Cancelled
S04994,U04994,2024-12-21,2025-01-20,2025-01-20,20,Cancelled
S04995,U04995,2024-08-15,2024-09-14,2024-10-14,0,Cancelled
S04996,U04996,2024-12-28,2025-01-27,,0,Active
S04997,U04997,2024-08-31,2024-09-30,2024-09-30,20,Cancelled
S04998,U04998,2024-05-26,2024-06-25,2025-03-22,20,Cancelled
S04999,U04999,2024-09-29,2024-10-29,2025-07-26,50,Cancelled
S05000,U05000,2024-10-25,2024-11-24,2025-05-23,0,Cancelled
S05001,U05001,2024-06-12,2024-07-12,2024-09-10,20,Cancelled
S05002,U05002,2024-04-13,2024-05-13,2024-07-12,20,Cancelled
S05003,U05003,2024-05-22,2024-06-21,2024-12-18,20,Cancelled
S05004,U05004,2024-09-28,2024-10-28,2025-01-26,50,Cancelled
S05005,U05005,2024-03-26,2024-04-25,2024-07-24,20,Cancelled
S05006,U05006,2024-03-23,2024-04-22,2024-07-21,20,Cancelled
S05007,U05007,2024-08-01,2024-08-31,2025-02-27,0,Cancelled
S05008,U05008,2024-08-28,2024-09-27,2024-12-26,0,Cancelled
S05009,U05009,2024-11-08,2024-12-08,2025-05-07,50,Cancelled
S05010,U05010,2024-03-12,2024-04-11,2024-05-11,20,Cancelled
S05011,U05011,2024-02-18,2024-03-19,2024-08-16,20,Cancelled
S05012,U05012,2024-06-11,2024-07-11,2024-11-08,0,Cancelled
S05013,U05013,2024-06-26,2024-07-26,2024-07-26,50,Cancelled
S05014,U05014,2024-08-31,2024-09-30,2024-12-29,20,Cancelled
S05015,U05015,2024-07-03,2024-08-02,2025-02-28,0,Cancelled
S05016,U05016,2024-03-16,2024-04-15,2024-06-14,50,Cancelled
S05017,U05017,2024-07-16,2024-08-15,2024-08-15,20,Cancelled
S05018,U05018,2024-04-17,2024-05-17,2024-11-13,20,Cancelled
S05019,U05019,2024-07-21,2024-08-20,2024-08-20,0,Cancelled
S05020,U05020,2024-05-04,2024-06-03,2025-01-29,0,Cancelled
S05021,U05021,2024-07-20,2024-08-19,2024-09-18,50,Cancelled
S05022,U05022,2024-11-07,2024-12-07,2024-12-07,20,Cancelled
S05023,U05023,2024-08-09,2024-09-08,2024-10-08,0,Cancelled
S05024,U05024,2024-12-19,2025-01-18,2025-03-19,20,Cancelled
S05025,U05025,2024-09-25,2024-10-25,2025-02-22,20,Cancelled
S05026,U05026,2024-08-20,2024-09-19,2025-01-17,20,Cancelled
S05027,U05027,2024-11-20,2024-12-20,,0,Active
S05028,U05028,2024-07-31,2024-08-30,2024-08-30,0,Cancelled
S05029,U05029,2024-10-29,2024-11-28,,50,Active
S05030,U05030,2024-09-18,2024-10-18,2024-10-18,20,Cancelled
S05031,U05031,2024-01-13,2024-02-12,2024-05-12,20,Cancelled
S05032,U05032,2024-02-08,2024-03-09,2024-08-06,20,Cancelled
S05033,U05033,2024-09-25,2024-10-25,2024-10-25,20,Cancelled
S05034,U05034,2024-02-09,2024-03-10,2024-06-08,0,Cancelled
S05035,U05035,2024-03-27,2024-04-26,2024-08-24,50,Cancelled
S05036,U05036,2024-08-10,2024-09-09,2024-11-08,0,Cancelled
S05037,U05037,2024-09-12,2024-10-12,2025-02-09,20,Cancelled
