transaction_id,user_id,transaction_date,order_value,product_category,product_name,quantity,discount,payment_method,first_transaction_date,cohort_month
T024710,U04898,2024-04-21,265.48,Software,Analytics Add-on,2,10,PayPal,2024-03-22,2024-03
T024711,U04898,2024-04-23,346.69,Subscription,Starter,2,10,PayPal,2024-03-22,2024-03
T024712,U04899,2024-08-23,136.52,Course,Starter,3,20,Card,2024-08-23,2024-08
T024713,U04899,2024-08-26,301.65,Accessories,Pro,2,0,UPI,2024-08-23,2024-08
T024715,U04901,2024-05-03,329.09,Accessories,Analytics Add-on,1,20,PayPal,2024-05-03,2024-05
T024716,U04901,2024-06-01,359.75,Accessories,Enterprise,1,5,PayPal,2024-05-03,2024-05
T024718,U04902,2024-07-17,399.67,Subscription,Pro,2,5,UPI,2024-07-17,2024-07
T024719,U04903,2024-11-07,488.25,Subscription,Analytics Add-on,2,5,Card,2024-11-07,2024-11
T024720,U04903,2024-12-07,327.35,Accessories,Enterprise,1,20,UPI,2024-11-07,2024-11
T024721,U04903,2024-12-07,324.02,Accessories,Starter,3,5,Card,2024-11-07,2024-11
T024722,U04903,2025-02-08,190.59,Accessories,Enterprise,2,0,Card,2024-11-07,2024-11
T024723,U04903,2025-04-06,144.65,Course,Analytics Add-on,3,20,Net Banking,2024-11-07,2024-11
T024724,U04903,2025-05-05,117.76,Course,Enterprise,2,0,Net Banking,2024-11-07,2024-11
T024725,U04903,2025-06-08,346.85,Course,Pro,3,20,Net Banking,2024-11-07,2024-11
T024726,U04903,2025-06-08,363.64,Subscription,Enterprise,2,0,Card,2024-11-07,2024-11
T024727,U04903,2025-07-07,308.36,Course,Enterprise,3,10,Net Banking,2024-11-07,2024-11
T024728,U04904,2024-06-15,241.75,Course,Pro,2,5,UPI,2024-06-15,2024-06
T024729,U04904,2024-07-15,278.24,Subscription,Starter,3,20,UPI,2024-06-15,2024-06
T024730,U04905,2024-05-02,319.84,Subscription,Pro,1,15,PayPal,2024-05-02,2024-05
T024731,U04907,2024-09-15,318.37,Software,Pro,2,20,Card,2024-09-15,2024-09
T024732,U04907,2024-10-13,387.15,Accessories,Pro,2,0,UPI,2024-09-15,2024-09
T024733,U04907,2025-01-09,20.89,Accessories,Starter,1,15,PayPal,2024-09-15,2024-09
T024734,U04908,2024-04-06,224.63,Subscription,Starter,3,15,Net Banking,2024-04-06,2024-04
T024735,U04908,2024-05-07,253.93,Accessories,Analytics Add-on,3,0,Net Banking,2024-04-06,2024-04
T024736,U04909,2024-10-11,260.89,Course,Analytics Add-on,3,5,Card,2024-10-11,2024-10
T024737,U04909,2024-11-10,499.3,Software,Starter,1,15,UPI,2024-10-11,2024-10
T024739,U04909,2024-12-07,494.47,Course,Enterprise,2,5,UPI,2024-10-11,2024-10
T024742,U04909,2025-03-08,145.7,Course,Enterprise,2,0,UPI,2024-10-11,2024-10
T024743,U04909,2025-04-10,71.13,Course,Enterprise,3,5,Net Banking,2024-10-11,2024-10
T024744,U04909,2025-07-08,198.39,Subscription,Pro,3,15,Net Banking,2024-10-11,2024-10
T024745,U04909,2025-08-07,102.11,Accessories,Pro,1,0,Net Banking,2024-10-11,2024-10
T024746,U04910,2024-12-19,243.5,Software,Analytics Add-on,1,0,UPI,2024-12-19,2024-12
T024748,U04910,2025-02-23,143.1,Course,Analytics Add-on,3,10,PayPal,2024-12-19,2024-12
T024750,U04910,2025-03-22,63.39,Subscription,Enterprise,3,10,Card,2024-12-19,2024-12
T024751,U04910,2025-03-23,49.51,Course,Pro,2,10,PayPal,2024-12-19,2024-12
T024752,U04910,2025-05-24,160.81,Course,Starter,1,0,PayPal,2024-12-19,2024-12
T024753,U04910,2025-05-24,215.05,Accessories,Starter,1,10,UPI,2024-12-19,2024-12
T024754,U04910,2025-08-19,67.81,Course,Pro,2,10,Card,2024-12-19,2024-12
T024755,U04910,2025-08-18,337.03,Subscription,Enterprise,2,0,Net Banking,2024-12-19,2024-12
T024756,U04911,2024-05-03,183.09,Subscription,Enterprise,1,15,UPI,2024-05-03,2024-05
T024757,U04911,2024-05-04,485.42,Course,Starter,3,15,Net Banking,2024-05-03,2024-05
T024758,U04911,2024-06-07,325.16,Software,Analytics Add-on,2,10,UPI,2024-05-03,2024-05
T024760,U04912,2024-02-27,357.71,Accessories,Starter,2,15,UPI,2024-02-27,2024-02
T024761,U04912,2024-03-26,53.56,Software,Enterprise,1,10,PayPal,2024-02-27,2024-02
T024762,U04912,2024-04-23,338.58,Course,Starter,2,0,UPI,2024-02-27,2024-02
T024763,U04912,2024-04-26,416.72,Subscription,Pro,3,20,PayPal,2024-02-27,2024-02
T024764,U04913,2024-07-21,146.83,Accessories,Starter,3,5,Card,2024-07-21,2024-07
T024768,U04913,2024-09-21,466.34,Software,Enterprise,2,15,Net Banking,2024-07-21,2024-07
T024771,U04915,2024-09-13,479.5,Course,Pro,3,15,Net Banking,2024-09-13,2024-09
T024772,U04915,2024-09-15,409.48,Accessories,Starter,1,5,Card,2024-09-13,2024-09
T024773,U04915,2024-11-09,293.59,Course,Enterprise,2,0,PayPal,2024-09-13,2024-09
T024774,U04916,2024-07-23,202.14,Accessories,Pro,3,15,UPI,2024-07-23,2024-07
T024775,U04916,2024-08-20,444.34,Subscription,Pro,1,5,UPI,2024-07-23,2024-07
T024776,U04916,2024-09-24,293.77,Software,Analytics Add-on,1,15,PayPal,2024-07-23,2024-07
T024779,U04917,2024-12-27,188.78,Software,Enterprise,2,5,Net Banking,2024-12-27,2024-12
T024780,U04917,2025-01-24,234.73,Accessories,Pro,1,15,Net Banking,2024-12-27,2024-12
T024783,U04917,2025-03-20,203.37,Software,Analytics Add-on,1,20,PayPal,2024-12-27,2024-12
T024784,U04918,2024-01-26,269.35,Accessories,Pro,2,20,PayPal,2024-01-26,2024-01
T024785,U04919,2024-07-30,413.3,Software,Analytics Add-on,3,10,UPI,2024-07-30,2024-07
T024786,U04919,2024-08-26,182.23,Subscription,Enterprise,2,0,UPI,2024-07-30,2024-07
T024787,U04919,2024-09-25,187.17,Course,Starter,3,10,PayPal,2024-07-30,2024-07
T024788,U04920,2024-04-27,258.6,Course,Enterprise,1,15,Net Banking,2024-04-27,2024-04
T024790,U04920,2024-05-28,82.17,Accessories,Enterprise,1,15,Net Banking,2024-04-27,2024-04
T024791,U04920,2024-05-30,477.17,Accessories,Pro,3,15,PayPal,2024-04-27,2024-04
T024792,U04921,2024-07-12,441.58,Accessories,Enterprise,2,5,Net Banking,2024-07-12,2024-07
T024793,U04921,2024-09-12,59.84,Course,Enterprise,2,20,PayPal,2024-07-12,2024-07
T024795,U04921,2024-12-12,324.31,Subscription,Starter,1,10,Card,2024-07-12,2024-07
T024796,U04922,2024-11-05,409.92,Accessories,Analytics Add-on,1,5,UPI,2024-11-05,2024-11
T024798,U04922,2024-11-30,153.27,Software,Starter,3,5,Card,2024-11-05,2024-11
T024799,U04922,2024-12-03,286.28,Accessories,Analytics Add-on,1,5,UPI,2024-11-05,2024-11
T024800,U04922,2024-12-29,470.06,Subscription,Starter,2,0,UPI,2024-11-05,2024-11
T024801,U04922,2024-12-31,240.91,Software,Starter,3,15,Card,2024-11-05,2024-11
T024802,U04923,2024-11-13,39.47,Accessories,Starter,2,15,Card,2024-11-13,2024-11
T024803,U04923,2024-12-19,230.85,Course,Analytics Add-on,3,20,Card,2024-11-13,2024-11
T024804,U04923,2024-12-16,137.56,Software,Analytics Add-on,2,10,UPI,2024-11-13,2024-11
T024805,U04923,2025-02-09,195.5,Subscription,Starter,2,5,Card,2024-11-13,2024-11
T024806,U04923,2025-03-13,175.96,Software,Analytics Add-on,2,15,Net Banking,2024-11-13,2024-11
T024807,U04923,2025-03-14,215.81,Course,Enterprise,2,10,UPI,2024-11-13,2024-11
T024808,U04923,2025-04-13,156.56,Course,Pro,3,5,UPI,2024-11-13,2024-11
T024809,U04923,2025-04-12,337.86,Accessories,Enterprise,2,20,Card,2024-11-13,2024-11
T024810,U04923,2025-06-15,355.6,Software,Analytics Add-on,2,15,PayPal,2024-11-13,2024-11
T024811,U04923,2025-07-16,342.59,Subscription,Enterprise,1,20,UPI,2024-11-13,2024-11
T024812,U04923,2025-07-15,279.36,Course,Pro,2,0,Net Banking,2024-11-13,2024-11
T024813,U04923,2025-08-11,294.02,Accessories,Pro,2,0,UPI,2024-11-13,2024-11
T024815,U04925,2024-11-20,445.69,Software,Starter,1,10,PayPal,2024-11-20,2024-11
T024816,U04926,2024-10-16,200.16,Subscription,Pro,2,20,Card,2024-10-16,2024-10
T024817,U04926,2024-12-15,424.87,Accessories,Starter,3,5,UPI,2024-10-16,2024-10
T024818,U04926,2025-02-15,469.8,Software,Starter,1,20,Card,2024-10-16,2024-10
T024819,U04926,2025-03-15,42.27,Subscription,Analytics Add-on,2,10,Card,2024-10-16,2024-10
T024820,U04926,2025-03-17,476.94,Software,Starter,2,10,PayPal,2024-10-16,2024-10
T024821,U04926,2025-05-21,61.94,Course,Analytics Add-on,3,0,Card,2024-10-16,2024-10
T024822,U04926,2025-06-13,275.29,Software,Starter,3,5,Net Banking,2024-10-16,2024-10
T024823,U04926,2025-06-12,347.97,Subscription,Starter,3,20,Net Banking,2024-10-16,2024-10
T024824,U04926,2025-07-14,103.56,Software,Analytics Add-on,3,20,Card,2024-10-16,2024-10
T024825,U04927,2024-03-12,275.9,Subscription,Analytics Add-on,1,10,Net Banking,2024-03-12,2024-03
T024826,U04927,2024-04-16,258.45,Accessories,Analytics Add-on,2,10,Card,2024-03-12,2024-03
T024827,U04927,2024-05-09,128.99,Accessories,Pro,3,20,Net Banking,2024-03-12,2024-03
T024828,U04927,2024-05-11,286.63,Software,Analytics Add-on,3,20,UPI,2024-03-12,2024-03
T024829,U04927,2024-06-15,217.1,Subscription,Enterprise,1,10,Card,2024-03-12,2024-03
T024831,U04928,2024-03-31,402.88,Course,Starter,3,20,UPI,2024-03-31,2024-03
T024833,U04928,2024-05-01,400.65,Subscription,Starter,3,20,UPI,2024-03-31,2024-03
T024834,U04928,2024-06-01,420.47,Accessories,Analytics Add-on,2,15,Card,2024-03-31,2024-03
T024835,U04928,2024-07-02,400.26,Software,Enterprise,1,0,Card,2024-03-31,2024-03
T024836,U04928,2024-07-01,270.35,Course,Analytics Add-on,1,0,UPI,2024-03-31,2024-03
T024839,U04929,2025-01-08,353.51,Course,Starter,1,5,Net Banking,2025-01-08,2025-01
T024840,U04929,2025-01-10,113.55,Accessories,Pro,1,5,PayPal,2025-01-08,2025-01
T024841,U04929,2025-03-11,365.03,Course,Starter,3,10,Net Banking,2025-01-08,2025-01
T024842,U04929,2025-04-06,195.23,Software,Starter,2,15,Card,2025-01-08,2025-01
T024843,U04930,2024-01-14,359.86,Subscription,Analytics Add-on,1,5,PayPal,2024-01-14,2024-01
T024844,U04931,2024-08-23,287.24,Software,Pro,2,15,Card,2024-08-23,2024-08
T024847,U04931,2024-10-22,163.39,Subscription,Enterprise,1,15,Card,2024-08-23,2024-08
T024848,U04931,2024-11-20,357.22,Course,Starter,2,20,Net Banking,2024-08-23,2024-08
T024849,U04932,2024-01-06,267.18,Subscription,Enterprise,3,20,Card,2024-01-06,2024-01
T024850,U04934,2024-12-26,425.26,Accessories,Analytics Add-on,3,10,PayPal,2024-12-26,2024-12
T024851,U04934,2025-02-26,221.56,Subscription,Starter,1,0,Card,2024-12-26,2024-12
T024852,U04934,2025-03-25,244.83,Subscription,Starter,1,0,Net Banking,2024-12-26,2024-12
T024853,U04934,2025-03-24,497.76,Accessories,Pro,1,10,UPI,2024-12-26,2024-12
T024854,U04935,2024-09-05,99.11,Accessories,Pro,3,5,PayPal,2024-09-05,2024-09
T024855,U04935,2024-10-06,476.77,Course,Enterprise,3,10,UPI,2024-09-05,2024-09
T024857,U04935,2024-12-01,40.36,Software,Pro,2,10,Card,2024-09-05,2024-09
T024860,U04936,2024-12-08,237.89,Software,Enterprise,3,20,PayPal,2024-12-08,2024-12
T024861,U04936,2025-01-06,172.81,Course,Starter,2,10,UPI,2024-12-08,2024-12
T024862,U04936,2025-02-05,440.18,Subscription,Enterprise,1,15,Net Banking,2024-12-08,2024-12
T024863,U04937,2024-03-13,55.32,Course,Analytics Add-on,1,10,PayPal,2024-03-13,2024-03
T024865,U04938,2024-04-23,371.98,Accessories,Pro,2,20,Net Banking,2024-04-23,2024-04
T024867,U04938,2024-05-23,302.93,Software,Enterprise,2,5,UPI,2024-04-23,2024-04
T024868,U04940,2024-05-05,498.58,Accessories,Analytics Add-on,3,15,Card,2024-05-04,2024-05
T024869,U04940,2024-05-04,434.38,Accessories,Pro,2,10,UPI,2024-05-04,2024-05
T024870,U04942,2024-02-16,206.69,Software,Pro,3,20,PayPal,2024-02-16,2024-02
T024871,U04942,2024-06-16,277.69,Subscription,Enterprise,3,20,Card,2024-02-16,2024-02
T024872,U04942,2024-06-17,480.11,Subscription,Pro,2,10,UPI,2024-02-16,2024-02
T024873,U04942,2024-07-18,144.19,Software,Starter,3,20,UPI,2024-02-16,2024-02
T024874,U04942,2024-08-15,246.79,Software,Starter,3,0,UPI,2024-02-16,2024-02
T024875,U04943,2025-03-06,333.7,Subscription,Enterprise,1,15,UPI,2025-03-06,2025-03
T024876,U04944,2024-09-05,289.07,Accessories,Enterprise,1,20,PayPal,2024-09-04,2024-09
T024877,U04944,2024-09-04,28.2,Software,Enterprise,1,20,Net Banking,2024-09-04,2024-09
T024879,U04945,2024-08-09,498.83,Software,Pro,2,10,Card,2024-08-09,2024-08
T024881,U04945,2024-10-11,379.57,Accessories,Starter,1,0,Card,2024-08-09,2024-08
T024882,U04945,2024-12-08,159.01,Course,Enterprise,2,20,PayPal,2024-08-09,2024-08
T024883,U04945,2025-01-05,447.18,Subscription,Analytics Add-on,2,0,PayPal,2024-08-09,2024-08
T024884,U04945,2025-01-04,352.62,Course,Starter,2,15,Card,2024-08-09,2024-08
T024885,U04945,2025-03-07,479.35,Subscription,Enterprise,1,0,PayPal,2024-08-09,2024-08
T024886,U04945,2025-03-09,195.62,Software,Enterprise,3,20,Card,2024-08-09,2024-08
T024887,U04945,2025-05-04,106.36,Course,Enterprise,1,0,Card,2024-08-09,2024-08
T024889,U04945,2025-06-09,449.74,Software,Analytics Add-on,3,5,Card,2024-08-09,2024-08
T024890,U04945,2025-06-07,73.2,Accessories,Enterprise,1,10,Card,2024-08-09,2024-08
T024891,U04946,2024-06-25,448.36,Software,Enterprise,3,5,Net Banking,2024-06-25,2024-06
T024892,U04946,2024-07-23,469.36,Course,Enterprise,1,20,Card,2024-06-25,2024-06
T024894,U04946,2024-09-21,239.46,Subscription,Enterprise,3,15,Net Banking,2024-06-25,2024-06
T024895,U04946,2024-10-19,313.23,Course,Pro,3,20,UPI,2024-06-25,2024-06
T024897,U04947,2024-03-25,430.43,Subscription,Pro,3,15,Card,2024-03-24,2024-03
T024898,U04947,2024-03-24,32.64,Software,Starter,2,15,Net Banking,2024-03-24,2024-03
T024899,U04947,2024-04-27,233.57,Subscription,Analytics Add-on,3,0,Card,2024-03-24,2024-03
T024900,U04947,2024-05-26,332.31,Software,Pro,1,5,Net Banking,2024-03-24,2024-03
T024901,U04947,2024-06-25,380.21,Accessories,Starter,1,20,UPI,2024-03-24,2024-03
T024903,U04949,2024-10-29,399.5,Software,Enterprise,1,15,UPI,2024-10-29,2024-10
T024904,U04949,2024-11-24,229.28,Accessories,Analytics Add-on,2,10,Net Banking,2024-10-29,2024-10
T024905,U04949,2024-12-25,378.09,Software,Pro,2,10,PayPal,2024-10-29,2024-10
T024906,U04949,2024-12-28,126.8,Course,Starter,2,10,Card,2024-10-29,2024-10
T024908,U04950,2024-09-01,373.78,Course,Starter,2,15,Card,2024-09-01,2024-09
T024909,U04950,2024-11-04,262.02,Subscription,Starter,2,20,PayPal,2024-09-01,2024-09
T024911,U04950,2024-11-29,390.14,Subscription,Starter,1,0,PayPal,2024-09-01,2024-09
T024913,U04950,2025-01-31,84.77,Course,Enterprise,1,10,PayPal,2024-09-01,2024-09
T024914,U04950,2025-02-28,283.43,Accessories,Enterprise,3,0,UPI,2024-09-01,2024-09
T024915,U04950,2025-04-02,142.65,Subscription,Analytics Add-on,2,20,Net Banking,2024-09-01,2024-09
T024916,U04950,2025-05-27,454.37,Accessories,Analytics Add-on,1,10,Net Banking,2024-09-01,2024-09
T024918,U04951,2024-10-21,448.87,Subscription,Pro,2,10,Card,2024-10-21,2024-10
T024919,U04951,2024-11-19,433.52,Course,Pro,1,20,Card,2024-10-21,2024-10
T024920,U04951,2024-12-16,326.13,Software,Enterprise,3,10,PayPal,2024-10-21,2024-10
T024921,U04951,2024-12-18,431.69,Software,Analytics Add-on,1,0,PayPal,2024-10-21,2024-10
T024923,U04953,2024-02-11,209.36,Subscription,Starter,2,0,Card,2024-02-11,2024-02
T024924,U04953,2024-03-12,389.35,Accessories,Analytics Add-on,3,10,PayPal,2024-02-11,2024-02
T024927,U04955,2024-09-24,180.67,Subscription,Starter,2,15,Net Banking,2024-09-24,2024-09
T024928,U04955,2024-11-22,117.59,Accessories,Enterprise,2,10,PayPal,2024-09-24,2024-09
T024929,U04955,2025-02-20,365.82,Software,Analytics Add-on,3,5,Net Banking,2024-09-24,2024-09
T024930,U04955,2025-04-21,118.74,Accessories,Enterprise,3,15,PayPal,2024-09-24,2024-09
T024931,U04956,2024-07-17,187.67,Accessories,Enterprise,1,5,UPI,2024-07-17,2024-07
T024933,U04956,2024-08-19,361.97,Course,Starter,3,0,PayPal,2024-07-17,2024-07
T024934,U04956,2024-09-17,151.14,Software,Analytics Add-on,3,15,Card,2024-07-17,2024-07
T024935,U04956,2024-09-16,401.33,Course,Starter,2,5,PayPal,2024-07-17,2024-07
T024936,U04957,2024-08-06,38.69,Subscription,Enterprise,3,5,Card,2024-08-04,2024-08
T024937,U04957,2024-08-04,46.56,Course,Starter,2,0,UPI,2024-08-04,2024-08
T024938,U04958,2024-12-29,86.79,Course,Pro,1,20,PayPal,2024-12-29,2024-12
T024940,U04958,2025-01-28,28.44,Software,Starter,1,20,Card,2024-12-29,2024-12
T024941,U04958,2025-04-01,287.91,Accessories,Starter,1,10,UPI,2024-12-29,2024-12
T024942,U04958,2025-04-02,190.78,Subscription,Analytics Add-on,3,0,PayPal,2024-12-29,2024-12
T024943,U04958,2025-06-01,376.19,Course,Enterprise,2,5,Net Banking,2024-12-29,2024-12
T024944,U04958,2025-05-31,260.48,Software,Pro,3,10,Net Banking,2024-12-29,2024-12
T024945,U04958,2025-08-26,411.26,Accessories,Enterprise,1,10,UPI,2024-12-29,2024-12
T024946,U04958,2025-09-27,224.69,Software,Starter,3,0,PayPal,2024-12-29,2024-12
T024947,U04958,2025-09-27,268.8,Accessories,Pro,3,0,UPI,2024-12-29,2024-12
T024949,U04959,2024-01-18,351.78,Subscription,Starter,3,0,Net Banking,2024-01-18,2024-01
T024950,U04959,2024-03-16,184.52,Software,Starter,1,0,UPI,2024-01-18,2024-01
T024951,U04959,2024-03-19,325.52,Software,Analytics Add-on,3,10,Card,2024-01-18,2024-01
T024952,U04960,2024-02-06,74.18,Software,Analytics Add-on,1,0,PayPal,2024-02-06,2024-02
T024953,U04960,2024-02-06,206.65,Software,Pro,3,0,UPI,2024-02-06,2024-02
T024954,U04960,2024-03-08,493.48,Accessories,Enterprise,2,20,UPI,2024-02-06,2024-02
T024955,U04960,2024-03-07,409.19,Subscription,Starter,2,15,PayPal,2024-02-06,2024-02
T024956,U04960,2024-04-10,353.35,Accessories,Enterprise,3,20,Card,2024-02-06,2024-02
T024957,U04960,2024-05-07,259.73,Subscription,Pro,3,0,PayPal,2024-02-06,2024-02
T024958,U04960,2024-05-05,390.05,Accessories,Pro,1,15,Card,2024-02-06,2024-02
T024959,U04960,2024-06-06,323.1,Course,Pro,3,10,Card,2024-02-06,2024-02
T024961,U04960,2024-07-08,372.27,Software,Enterprise,3,20,PayPal,2024-02-06,2024-02
T024962,U04960,2024-08-08,461.73,Software,Starter,1,15,Net Banking,2024-02-06,2024-02
T024963,U04961,2024-04-28,95.7,Accessories,Enterprise,3,20,Card,2024-04-27,2024-04
T024964,U04961,2024-04-27,141.91,Course,Analytics Add-on,2,5,Net Banking,2024-04-27,2024-04
T024965,U04963,2024-08-03,156.61,Software,Pro,1,5,Net Banking,2024-08-03,2024-08
T024966,U04963,2024-08-03,243.62,Accessories,Analytics Add-on,3,10,PayPal,2024-08-03,2024-08
T024968,U04963,2024-08-29,107.71,Subscription,Starter,3,0,UPI,2024-08-03,2024-08
T024969,U04964,2024-09-06,485.32,Course,Enterprise,1,5,PayPal,2024-09-06,2024-09
T024970,U04964,2024-10-06,22.23,Subscription,Starter,3,20,PayPal,2024-09-06,2024-09
T024971,U04964,2024-10-06,367.89,Course,Pro,1,10,Card,2024-09-06,2024-09
T024973,U04964,2025-01-03,435.75,Course,Analytics Add-on,1,5,Net Banking,2024-09-06,2024-09
T024974,U04964,2025-03-07,321.87,Course,Analytics Add-on,1,10,Net Banking,2024-09-06,2024-09
T024975,U04965,2024-07-25,102.92,Subscription,Analytics Add-on,2,15,UPI,2024-07-25,2024-07
T024977,U04965,2024-09-20,242.16,Software,Analytics Add-on,3,10,PayPal,2024-07-25,2024-07
T024978,U04965,2024-10-17,371.67,Software,Starter,1,0,UPI,2024-07-25,2024-07
T024979,U04965,2024-11-17,184.28,Software,Enterprise,3,20,UPI,2024-07-25,2024-07
T024980,U04965,2024-11-17,456.48,Accessories,Pro,2,10,Net Banking,2024-07-25,2024-07
T024982,U04965,2024-12-19,417.0,Accessories,Enterprise,3,15,UPI,2024-07-25,2024-07
T024983,U04965,2025-01-23,425.05,Accessories,Starter,2,5,UPI,2024-07-25,2024-07
T024984,U04965,2025-01-20,37.09,Course,Starter,1,20,UPI,2024-07-25,2024-07
T024986,U04965,2025-02-19,272.62,Subscription,Enterprise,1,10,Card,2024-07-25,2024-07
T024988,U04966,2024-08-07,242.39,Course,Analytics Add-on,1,20,PayPal,2024-08-07,2024-08
T024990,U04966,2024-09-08,60.49,Subscription,Starter,1,10,Card,2024-08-07,2024-08
T024991,U04966,2024-09-08,56.41,Subscription,Starter,1,5,UPI,2024-08-07,2024-08
T024992,U04967,2024-09-29,299.59,Subscription,Pro,1,15,Net Banking,2024-09-27,2024-09
T024993,U04967,2024-09-27,83.96,Course,Analytics Add-on,3,0,Card,2024-09-27,2024-09
T024994,U04967,2024-10-24,290.39,Subscription,Starter,2,5,PayPal,2024-09-27,2024-09
T024995,U04967,2024-10-25,144.65,Software,Pro,3,0,Card,2024-09-27,2024-09
T024996,U04967,2024-11-27,78.84,Subscription,Pro,1,20,UPI,2024-09-27,2024-09
T024998,U04967,2025-04-23,53.05,Subscription,Analytics Add-on,1,0,UPI,2024-09-27,2024-09
T024999,U04967,2025-05-23,418.69,Software,Analytics Add-on,1,10,Net Banking,2024-09-27,2024-09
T025001,U04967,2025-07-24,229.87,Accessories,Enterprise,1,10,Card,2024-09-27,2024-09
T025002,U04968,2024-02-24,143.08,Subscription,Enterprise,1,15,PayPal,2024-02-24,2024-02
T025003,U04968,2024-03-27,326.49,Subscription,Analytics Add-on,3,10,PayPal,2024-02-24,2024-02
T025004,U04968,2024-03-26,232.84,Software,Enterprise,1,0,Net Banking,2024-02-24,2024-02
T025005,U04968,2024-04-20,171.5,Course,Enterprise,3,10,Net Banking,2024-02-24,2024-02
T025006,U04968,2024-05-24,369.43,Subscription,Starter,2,10,Card,2024-02-24,2024-02
T025008,U04969,2024-10-13,88.97,Software,Enterprise,1,10,PayPal,2024-10-13,2024-10
T025010,U04969,2024-12-12,357.46,Accessories,Pro,3,20,PayPal,2024-10-13,2024-10
T025011,U04969,2024-12-09,56.66,Software,Pro,2,15,UPI,2024-10-13,2024-10
T025012,U04969,2025-01-12,223.49,Course,Enterprise,1,0,Card,2024-10-13,2024-10
T025013,U04969,2025-01-12,314.28,Accessories,Pro,2,15,Card,2024-10-13,2024-10
T025014,U04969,2025-03-14,476.35,Course,Starter,2,15,Card,2024-10-13,2024-10
T025015,U04969,2025-04-13,209.53,Accessories,Enterprise,1,0,PayPal,2024-10-13,2024-10
T025017,U04969,2025-05-15,387.38,Course,Pro,3,15,PayPal,2024-10-13,2024-10
T025018,U04969,2025-05-13,308.49,Accessories,Pro,2,0,Card,2024-10-13,2024-10
T025019,U04969,2025-06-14,318.43,Course,Enterprise,2,15,Card,2024-10-13,2024-10
T025020,U04969,2025-07-12,477.67,Accessories,Enterprise,1,10,Card,2024-10-13,2024-10
T025021,U04969,2025-08-08,298.31,Accessories,Enterprise,1,15,Net Banking,2024-10-13,2024-10
T025022,U04970,2024-03-20,167.37,Software,Pro,3,10,Card,2024-03-17,2024-03
T025023,U04970,2024-03-17,201.55,Subscription,Starter,3,15,PayPal,2024-03-17,2024-03
T025024,U04971,2024-01-17,489.35,Course,Starter,1,20,Net Banking,2024-01-17,2024-01
T025025,U04971,2024-02-16,25.08,Course,Pro,3,5,UPI,2024-01-17,2024-01
T025026,U04971,2024-02-15,353.16,Course,Analytics Add-on,1,5,Net Banking,2024-01-17,2024-01
T025027,U04971,2024-03-21,141.26,Accessories,Starter,2,20,UPI,2024-01-17,2024-01
T025028,U04971,2024-03-19,180.61,Accessories,Starter,1,5,PayPal,2024-01-17,2024-01
T025029,U04971,2024-06-19,29.61,Subscription,Starter,1,10,Card,2024-01-17,2024-01
T025031,U04971,2024-07-15,337.3,Subscription,Starter,2,20,UPI,2024-01-17,2024-01
T025032,U04972,2024-07-26,427.29,Accessories,Enterprise,2,5,UPI,2024-07-26,2024-07
T025033,U04973,2024-07-28,111.33,Subscription,Pro,2,10,UPI,2024-07-28,2024-07
T025034,U04973,2024-07-28,213.01,Course,Pro,3,15,UPI,2024-07-28,2024-07
T025035,U04973,2024-08-25,48.06,Subscription,Pro,3,0,Net Banking,2024-07-28,2024-07
T025036,U04974,2024-05-25,97.14,Software,Enterprise,1,0,UPI,2024-05-25,2024-05
T025037,U04974,2024-07-23,378.46,Accessories,Pro,3,15,Net Banking,2024-05-25,2024-05
T025039,U04975,2024-11-24,473.85,Accessories,Analytics Add-on,1,5,UPI,2024-11-24,2024-11
T025040,U04975,2024-11-25,215.51,Accessories,Analytics Add-on,2,0,Card,2024-11-24,2024-11
T025041,U04975,2024-12-30,459.75,Course,Starter,1,20,PayPal,2024-11-24,2024-11
T025042,U04975,2025-03-02,279.09,Subscription,Starter,1,15,Card,2024-11-24,2024-11
T025043,U04975,2025-03-31,259.71,Course,Starter,3,5,Card,2024-11-24,2024-11
T025044,U04975,2025-04-25,75.09,Software,Starter,2,10,UPI,2024-11-24,2024-11
T025045,U04975,2025-05-24,59.17,Accessories,Starter,3,20,Net Banking,2024-11-24,2024-11
T025046,U04975,2025-07-24,193.84,Accessories,Starter,2,0,UPI,2024-11-24,2024-11
T025047,U04975,2025-08-23,174.8,Software,Starter,3,15,UPI,2024-11-24,2024-11
T025048,U04976,2024-12-07,208.55,Subscription,Starter,1,10,UPI,2024-12-07,2024-12
T025049,U04976,2025-01-11,487.86,Software,Analytics Add-on,3,20,Net Banking,2024-12-07,2024-12
T025050,U04976,2025-01-08,345.27,Software,Pro,2,10,Net Banking,2024-12-07,2024-12
T025051,U04977,2024-02-17,229.61,Accessories,Enterprise,2,15,PayPal,2024-02-17,2024-02
T025052,U04977,2024-02-17,276.47,Subscription,Enterprise,2,10,Net Banking,2024-02-17,2024-02
T025053,U04977,2024-03-19,300.28,Course,Starter,3,10,Card,2024-02-17,2024-02
T025054,U04977,2024-04-20,89.46,Course,Analytics Add-on,1,10,UPI,2024-02-17,2024-02
T025055,U04977,2024-04-20,482.39,Accessories,Analytics Add-on,2,10,PayPal,2024-02-17,2024-02
T025058,U04977,2024-09-12,374.2,Accessories,Starter,2,0,Net Banking,2024-02-17,2024-02
